b_209,c_5839
b_1371,c_15780
b_94,c_18987
b_476,c_22237
b_1371,c_23485
b_1098,c_16603
b_785,c_23364
b_1397,c_16021
b_833,c_22330
b_153,c_21022
b_206,c_4545
b_27,c_26671
b_1048,c_28671
b_1412,c_14866
b_534,c_6130
b_493,c_20474
b_1254,c_23809
b_624,c_26271
b_222,c_18089
b_1103,c_29133
b_348,c_30120
b_382,c_13399
b_112,c_2384
b_522,c_6746
b_436,c_29590
b_1378,c_6472
b_1072,c_8873
b_839,c_8252
b_267,c_19640
b_325,c_21812
b_219,c_8088
b_201,c_8750
b_628,c_25964
b_1233,c_21380
b_313,c_14589
b_1271,c_28122
b_753,c_30036
b_267,c_23431
b_100,c_21818
b_1438,c_20470
b_1276,c_4113
b_910,c_24382
b_483,c_15301
b_4,c_4251
b_326,c_18614
b_866,c_29727
b_1223,c_19513
b_1000,c_3200
b_1336,c_15253
b_501,c_25144
b_1109,c_1402
b_14,c_10266
b_300,c_10848
b_1435,c_30188
b_326,c_25918
b_1314,c_4434
b_76,c_18849
b_1158,c_23939
b_710,c_8926
b_72,c_16742
b_281,c_25042
b_735,c_28863
b_1479,c_7681
b_544,c_29040
b_926,c_29564
b_951,c_484
b_1131,c_1383
b_871,c_4088
b_957,c_27529
b_782,c_7755
b_825,c_1591
b_563,c_21848
b_1270,c_30016
b_328,c_17132
b_133,c_13341
b_700,c_19409
b_1551,c_7936
b_1482,c_5115
b_1136,c_16263
b_1015,c_1464
b_299,c_1876
b_219,c_23566
b_1544,c_14675
b_433,c_12557
b_1061,c_20824
b_851,c_9790
b_458,c_11419
b_1106,c_5714
b_1131,c_8699
b_284,c_26834
b_1319,c_10401
b_1057,c_2353
b_1387,c_31196
b_1496,c_28344
b_801,c_15474
b_1297,c_20073
b_1233,c_6510
b_1282,c_20319
b_571,c_642
b_403,c_18667
b_1524,c_7071
b_752,c_13207
b_1372,c_24227
b_1319,c_4667
b_1039,c_4033
b_1213,c_18309
b_29,c_14372
b_1203,c_13926
b_1401,c_24718
b_1073,c_28963
b_624,c_16046
b_875,c_28897
b_804,c_20552
b_1233,c_9879
b_1413,c_22444
b_593,c_11027
b_210,c_13669
b_1472,c_15463
b_574,c_21692
b_271,c_24083
b_849,c_9666
b_734,c_11837
b_1049,c_9908
b_1467,c_8170
b_359,c_29009
b_1389,c_1033
b_307,c_15959
b_811,c_21615
b_578,c_21974
b_120,c_30069
b_306,c_9144
b_1336,c_26731
b_119,c_21535
b_1350,c_29454
b_710,c_854
b_374,c_21147
b_513,c_10727
b_756,c_27960
b_632,c_15387
b_704,c_28625
b_999,c_30027
b_1420,c_30180
b_299,c_27013
b_767,c_31406
b_1258,c_25749
b_472,c_27066
b_1063,c_23884
b_1519,c_16798
b_1157,c_7932
b_1111,c_25096
b_958,c_24517
b_111,c_27415
b_149,c_30803
b_1245,c_24727
b_647,c_23814
b_434,c_27216
b_1537,c_16664
b_1305,c_16326
b_439,c_27217
b_756,c_484
b_583,c_23635
b_336,c_1229
b_91,c_28733
b_1125,c_26988
b_521,c_11756
b_1341,c_18688
b_330,c_21996
b_913,c_606
b_334,c_26034
b_209,c_19719
b_101,c_12479
b_1141,c_5544
b_876,c_27544
b_731,c_13536
b_1187,c_15427
b_269,c_1013
b_449,c_22863
b_1492,c_9391
b_1303,c_16256
b_461,c_29247
b_1175,c_5449
b_370,c_1319
b_1316,c_24518
b_495,c_15691
b_645,c_19861
b_426,c_1909
b_73,c_9231
b_1057,c_26144
b_689,c_11984
b_751,c_4551
b_1268,c_12937
b_1400,c_19308
b_657,c_8016
b_259,c_7320
b_347,c_7112
b_250,c_27135
b_1370,c_18892
b_540,c_1112
b_678,c_19920
b_649,c_18356
b_1366,c_18702
b_537,c_773
b_1112,c_28240
b_1254,c_29053
b_569,c_21539
b_1535,c_29866
b_957,c_18152
b_543,c_7619
b_1197,c_21041
b_150,c_22360
b_1294,c_2976
b_1366,c_14612
b_426,c_10079
b_762,c_11875
b_1537,c_6561
b_44,c_24021
b_1030,c_1545
b_361,c_26462
b_74,c_21002
b_603,c_30224
b_879,c_30698
b_1300,c_19233
b_461,c_30825
b_1415,c_7133
b_52,c_17797
b_999,c_30483
b_836,c_22055
b_845,c_19825
b_1323,c_1341
b_624,c_27800
b_116,c_14425
b_1309,c_27449
b_752,c_24069
b_1180,c_21284
b_832,c_26854
b_1074,c_27212
b_881,c_13675
b_391,c_535
b_960,c_10924
b_663,c_13919
b_519,c_22532
b_168,c_556
b_880,c_25505
b_1121,c_21863
b_1330,c_20907
b_64,c_16205
b_1109,c_3605
b_832,c_26866
b_456,c_27758
b_779,c_19571
b_973,c_17890
b_1360,c_10361
b_862,c_27976
b_834,c_27619
b_755,c_5917
b_1508,c_11774
b_920,c_31334
b_904,c_10064
b_911,c_16108
b_70,c_11763
b_417,c_7437
b_341,c_30994
b_1524,c_19459
b_194,c_11189
b_450,c_6310
b_1,c_12314
b_1002,c_27079
b_463,c_14091
b_193,c_6422
b_423,c_21335
b_1397,c_4835
b_772,c_20009
b_710,c_12993
b_916,c_217
b_813,c_22843
b_1513,c_29496
b_551,c_20725
b_437,c_5844
b_1123,c_27843
b_619,c_26526
b_132,c_665
b_1234,c_28075
b_1058,c_17068
b_558,c_9369
b_1443,c_25717
b_1320,c_25188
b_63,c_25451
b_160,c_3295
b_466,c_28674
b_360,c_27799
b_1529,c_19295
b_1107,c_15397
b_1379,c_6509
b_37,c_21749
b_1144,c_28847
b_537,c_14686
b_36,c_23724
b_1443,c_30394
b_831,c_2581
b_1457,c_21802
b_970,c_16544
b_691,c_10452
b_289,c_26462
b_1451,c_21622
b_1273,c_27986
b_1241,c_26756
b_1126,c_475
b_300,c_27821
b_1203,c_7089
b_899,c_8035
b_50,c_1173
b_765,c_13120
b_51,c_25963
b_2,c_13889
b_124,c_6528
b_255,c_8289
b_678,c_14491
b_1312,c_16974
b_909,c_2885
b_1006,c_17518
b_776,c_24041
b_1479,c_15909
b_145,c_4447
b_174,c_9399
b_1274,c_10265
b_799,c_21892
b_1512,c_5539
b_520,c_22966
b_788,c_18103
b_802,c_10141
b_1397,c_15592
b_339,c_22368
b_402,c_17860
b_1475,c_26362
b_1072,c_27822
b_1545,c_16733
b_846,c_27188
b_769,c_9381
b_1435,c_4974
b_29,c_19200
b_488,c_8896
b_84,c_22104
b_1321,c_8966
b_1282,c_15660
b_1277,c_16468
b_1393,c_30033
b_1276,c_24645
b_1125,c_1025
b_627,c_4279
b_946,c_13652
b_75,c_262
b_670,c_23690
b_684,c_13135
b_330,c_4892
b_706,c_25915
b_1186,c_8616
b_1441,c_12966
b_1368,c_5301
b_709,c_20374
b_1101,c_2203
b_207,c_26218
b_1178,c_8343
b_970,c_21190
b_673,c_22946
b_848,c_16017
b_1476,c_14484
b_1216,c_19664
b_101,c_24659
b_908,c_11447
b_35,c_12861
b_871,c_26813
b_1502,c_20013
b_403,c_3960
b_786,c_7082
b_1407,c_10951
b_627,c_3606
b_141,c_21512
b_887,c_17943
b_1356,c_9306
b_234,c_624
b_595,c_28169
b_1184,c_26878
b_1312,c_21771
b_1536,c_12563
b_47,c_10215
b_86,c_10872
b_1192,c_9469
b_568,c_8716
b_956,c_20201
b_1292,c_21422
b_1097,c_10027
b_375,c_4286
b_1296,c_23890
b_1101,c_28081
b_659,c_30053
b_216,c_16409
b_600,c_28999
b_1318,c_7967
b_1100,c_5932
b_372,c_10087
b_489,c_26671
b_1012,c_9048
b_1374,c_28282
b_505,c_9425
b_492,c_22292
b_1377,c_22932
b_599,c_30188
b_1336,c_9087
b_582,c_27746
b_580,c_17965
b_234,c_7120
b_1393,c_17119
b_363,c_14944
b_143,c_22233
b_341,c_27494
b_855,c_24478
b_820,c_20960
b_360,c_1543
b_541,c_9742
b_785,c_6842
b_400,c_20691
b_1321,c_15721
b_1459,c_5403
b_503,c_18969
b_1105,c_28969
b_1159,c_3881
b_450,c_10969
b_800,c_4766
b_1253,c_5144
b_891,c_10277
b_522,c_7789
b_104,c_7973
b_346,c_8877
b_814,c_21919
b_1452,c_28255
b_811,c_1976
b_533,c_4975
b_1170,c_28550
b_880,c_11844
b_179,c_8688
b_1397,c_30769
b_627,c_28383
b_1130,c_25039
b_471,c_14724
b_1527,c_8446
b_576,c_28209
b_591,c_6482
b_579,c_2075
b_1490,c_6674
b_1048,c_30670
b_1063,c_8380
b_366,c_17953
b_1295,c_22732
b_796,c_21781
b_736,c_25902
b_621,c_12383
b_1136,c_17016
b_456,c_25252
b_207,c_9888
b_361,c_13140
b_152,c_12064
b_1392,c_28391
b_647,c_6642
b_13,c_497
b_920,c_13637
b_744,c_22241
b_901,c_615
b_1487,c_1596
b_391,c_3961
b_384,c_25972
b_1445,c_16601
b_697,c_30106
b_22,c_6745
b_1111,c_25806
b_9,c_6556
b_705,c_6120
b_111,c_13111
b_134,c_29214
b_1223,c_30211
b_623,c_30824
b_1445,c_28183
b_1154,c_710
b_213,c_24178
b_882,c_8548
b_1223,c_27198
b_70,c_9890
b_171,c_850
b_1335,c_23927
b_1557,c_5947
b_1193,c_28422
b_166,c_13910
b_854,c_19884
b_1488,c_1409
b_1337,c_30738
b_196,c_9221
b_1321,c_10570
b_381,c_28757
b_739,c_14439
b_303,c_15303
b_1510,c_29072
b_1116,c_15439
b_1429,c_10738
b_1171,c_14562
b_1253,c_29486
b_1217,c_22974
b_197,c_304
b_600,c_217
b_416,c_12368
b_1379,c_26728
b_191,c_30124
b_197,c_16135
b_596,c_19638
b_297,c_24772
b_656,c_5375
b_27,c_23328
b_871,c_30451
b_472,c_2145
b_601,c_801
b_1144,c_31324
b_441,c_26875
b_980,c_11334
b_68,c_23851
b_1407,c_29660
b_505,c_8553
b_47,c_15686
b_1110,c_17579
b_525,c_30924
b_1453,c_7434
b_265,c_28259
b_316,c_26814
b_1182,c_10980
b_112,c_5308
b_67,c_27185
b_966,c_15231
b_443,c_23967
b_1087,c_9165
b_1227,c_24102
b_1459,c_6584
b_708,c_18682
b_108,c_8178
b_1351,c_2439
b_345,c_25248
b_1193,c_28603
b_1487,c_4289
b_427,c_28566
b_277,c_5494
b_420,c_24629
b_64,c_24212
b_999,c_18489
b_181,c_19088
b_1110,c_10629
b_597,c_6533
b_1401,c_3365
b_593,c_20498
b_475,c_8267
b_591,c_22125
b_339,c_15394
b_213,c_31160
b_270,c_30402
b_1466,c_20132
b_1241,c_2233
b_1536,c_24699
b_727,c_10154
b_1243,c_21257
b_873,c_10028
b_1003,c_24402
b_189,c_13344
b_366,c_8233
b_741,c_6587
b_1347,c_5005
b_392,c_28520
b_40,c_14202
b_448,c_30401
b_1150,c_27439
b_733,c_30810
b_955,c_30484
b_1439,c_13440
b_401,c_19979
b_356,c_22012
b_1404,c_22989
b_301,c_18941
b_713,c_31121
b_1043,c_23787
b_679,c_11529
b_1040,c_7976
b_300,c_23412
b_873,c_31366
b_1215,c_20496
b_405,c_14676
b_428,c_20626
b_480,c_13493
b_765,c_4659
b_1242,c_27222
b_574,c_11558
b_907,c_5271
b_1444,c_12991
b_1103,c_17905
b_793,c_8484
b_607,c_20849
b_372,c_1684
b_775,c_19895
b_1282,c_22856
b_1197,c_13147
b_1097,c_31068
b_1493,c_15026
b_1512,c_17260
b_533,c_27904
b_743,c_16616
b_1526,c_30034
b_1270,c_10331
b_488,c_7586
b_1361,c_30292
b_288,c_29546
b_151,c_16305
b_1452,c_19783
b_218,c_1186
b_139,c_6362
b_938,c_5150
b_1303,c_1097
b_403,c_1765
b_57,c_15591
b_1096,c_18386
b_1097,c_29865
b_1357,c_24313
b_846,c_6038
b_1114,c_2164
b_1242,c_11816
b_1150,c_29040
b_590,c_16673
b_388,c_16537
b_635,c_12790
b_196,c_16872
b_6,c_17776
b_209,c_1620
b_1350,c_30287
b_61,c_7270
b_93,c_14718
b_607,c_18419
b_504,c_23552
b_184,c_13558
b_1025,c_14806
b_1440,c_13324
b_1469,c_12967
b_610,c_491
b_853,c_14790
b_271,c_28394
b_1493,c_28011
b_1433,c_4465
b_93,c_26586
b_684,c_28663
b_521,c_30234
b_1448,c_28109
b_523,c_19071
b_563,c_8859
b_363,c_10286
b_1027,c_13762
b_437,c_6687
b_448,c_16915
b_771,c_12974
b_301,c_20494
b_1553,c_19478
b_1268,c_25026
b_1344,c_1823
b_721,c_20321
b_496,c_13341
b_1466,c_11129
b_790,c_27137
b_182,c_25508
b_940,c_21610
b_579,c_24276
b_1360,c_687
b_585,c_1492
b_424,c_16018
b_91,c_12981
b_80,c_12323
b_69,c_14221
b_69,c_11696
b_151,c_20888
b_1491,c_8414
b_418,c_21794
b_1165,c_20497
b_943,c_25244
b_1011,c_22743
b_110,c_20788
b_1146,c_12325
b_1223,c_28217
b_501,c_12910
b_338,c_17816
b_1551,c_3890
b_288,c_5281
b_683,c_10068
b_110,c_21923
b_177,c_4362
b_751,c_19773
b_648,c_27132
b_232,c_15871
b_924,c_9486
b_237,c_27957
b_534,c_22244
b_1480,c_17329
b_664,c_12860
b_1037,c_16225
b_567,c_19701
b_580,c_2873
b_241,c_2758
b_865,c_6474
b_1084,c_9861
b_910,c_3245
b_406,c_18157
b_270,c_2497
b_1172,c_23485
b_922,c_2470
b_1026,c_7102
b_419,c_9982
b_372,c_13731
b_587,c_7573
b_390,c_26324
b_617,c_4277
b_840,c_13028
b_679,c_27834
b_550,c_4822
b_353,c_11511
b_870,c_13304
b_1519,c_22766
b_1080,c_5605
b_1188,c_17749
b_1266,c_16240
b_982,c_23050
b_792,c_30811
b_1377,c_31206
b_1333,c_12595
b_167,c_23923
b_988,c_14293
b_1465,c_21541
b_134,c_1989
b_146,c_15793
b_1383,c_19281
b_1246,c_16238
b_1253,c_5970
b_1458,c_8928
b_642,c_8780
b_316,c_10094
b_99,c_8774
b_571,c_28850
b_277,c_15857
b_222,c_16568
b_1410,c_7171
b_1284,c_4032
b_670,c_25445
b_1038,c_25480
b_1501,c_21542
b_583,c_25298
b_930,c_28953
b_360,c_11998
b_1185,c_25921
b_1245,c_92
b_290,c_29225
b_644,c_27584
b_1414,c_22248
b_679,c_7739
b_762,c_11783
b_1375,c_23743
b_518,c_28536
b_515,c_223
b_1371,c_18118
b_1538,c_21841
b_1020,c_26674
b_190,c_30123
b_283,c_7492
b_615,c_13729
b_867,c_13165
b_1128,c_24958
b_395,c_20165
b_225,c_184
b_1163,c_27711
b_94,c_13539
b_938,c_13178
b_796,c_6247
b_388,c_24383
b_566,c_362
b_441,c_17795
b_841,c_26029
b_446,c_28839
b_73,c_28752
b_1042,c_11803
b_674,c_12329
b_350,c_12508
b_1228,c_18993
b_566,c_15565
b_1387,c_9452
b_149,c_18775
b_558,c_5342
b_809,c_954
b_363,c_18511
b_405,c_26488
b_801,c_9661
b_711,c_29186
b_776,c_2098
b_350,c_5866
b_717,c_3314
b_218,c_13581
b_53,c_9712
b_1394,c_23618
b_410,c_3492
b_207,c_8971
b_869,c_6086
b_456,c_11494
b_717,c_14113
b_1241,c_24433
b_92,c_30830
b_19,c_20507
b_378,c_20073
b_904,c_15485
b_305,c_22802
b_821,c_26845
b_462,c_5337
b_533,c_1882
b_712,c_23042
b_816,c_8361
b_727,c_1059
b_907,c_30909
b_1507,c_31066
b_792,c_15789
b_568,c_26668
b_719,c_2292
b_824,c_22339
b_743,c_3919
b_475,c_10128
b_1472,c_9264
b_1543,c_30457
b_648,c_24394
b_227,c_8429
b_599,c_1417
b_836,c_9911
b_1011,c_14594
b_171,c_30001
b_1197,c_1644
b_1326,c_11602
b_472,c_30517
b_545,c_6487
b_680,c_24856
b_156,c_24768
b_56,c_10678
b_1007,c_19757
b_1533,c_9654
b_1435,c_5976
b_1116,c_27478
b_1045,c_617
b_1051,c_7257
b_1193,c_26779
b_468,c_1106
b_584,c_8014
b_32,c_25085
b_1047,c_19252
b_653,c_16361
b_1557,c_22817
b_179,c_9457
b_435,c_20510
b_196,c_8595
b_385,c_15615
b_1126,c_24332
b_782,c_5848
b_969,c_21744
b_909,c_27365
b_305,c_28195
b_877,c_10029
b_1547,c_30081
b_1125,c_28472
b_713,c_26116
b_603,c_22028
b_1486,c_25355
b_1151,c_24248
b_278,c_28281
b_907,c_1811
b_197,c_7664
b_85,c_12595
b_1530,c_28626
b_166,c_20872
b_1170,c_5459
b_1056,c_6774
b_985,c_17819
b_523,c_4902
b_450,c_16940
b_628,c_15034
b_587,c_19331
b_1274,c_3097
b_195,c_11367
b_286,c_6721
b_437,c_31084
b_1152,c_11890
b_1354,c_9789
b_951,c_7966
b_772,c_24241
b_759,c_1002
b_660,c_5949
b_633,c_21525
b_1323,c_24179
b_1245,c_14948
b_819,c_23160
b_1354,c_11519
b_1394,c_18199
b_1282,c_19049
b_950,c_29096
b_492,c_29547
b_1554,c_30159
b_384,c_8614
b_1058,c_11400
b_242,c_10141
b_414,c_16574
b_54,c_11521
b_1196,c_26355
b_716,c_30468
b_788,c_9780
b_478,c_19069
b_572,c_5270
b_1243,c_4754
b_632,c_17535
b_1477,c_13754
b_523,c_5245
b_815,c_28753
b_561,c_14590
b_25,c_1782
b_1365,c_19177
b_1295,c_12516
b_12,c_17308
b_1388,c_317
b_313,c_9426
b_302,c_25694
b_459,c_31398
b_1080,c_16356
b_326,c_17933
b_201,c_9997
b_664,c_21874
b_328,c_3704
b_236,c_28149
b_1348,c_20337
b_1480,c_14099
b_735,c_1492
b_954,c_18817
b_1197,c_9854
b_930,c_1008
b_1310,c_25726
b_479,c_6533
b_273,c_15184
b_338,c_15750
b_33,c_28845
b_858,c_28287
b_959,c_10984
b_1509,c_10504
b_641,c_26414
b_752,c_29344
b_859,c_5833
b_56,c_29395
b_1295,c_27150
b_842,c_2570
b_6,c_5392
b_754,c_13452
b_467,c_28801
b_29,c_14233
b_666,c_21871
b_1214,c_30670
b_219,c_13684
b_625,c_25010
b_1129,c_13506
b_1098,c_10808
b_7,c_5147
b_1322,c_29717
b_598,c_31434
b_1357,c_1909
b_464,c_30690
b_764,c_2381
b_240,c_23237
b_691,c_22691
b_553,c_17788
b_170,c_25859
b_1328,c_23093
b_470,c_10183
b_328,c_17908
b_577,c_7093
b_1313,c_9667
b_619,c_14571
b_255,c_20923
b_962,c_29275
b_1178,c_26506
b_1306,c_24215
b_1143,c_1130
b_1305,c_20546
b_905,c_18821
b_1520,c_25414
b_612,c_22533
b_1054,c_11215
b_1010,c_11671
b_62,c_18331
b_592,c_1139
b_1551,c_8808
b_1203,c_31358
b_56,c_28676
b_697,c_669
b_340,c_6100
b_1444,c_27873
b_916,c_7169
b_796,c_26909
b_1486,c_25051
b_1241,c_3577
b_1233,c_253
b_268,c_21032
b_1372,c_30208
b_1473,c_7848
b_481,c_18499
b_274,c_5400
b_317,c_15478
b_725,c_13362
b_161,c_978
b_100,c_23592
b_655,c_5356
b_569,c_3188
b_1239,c_409
b_884,c_10898
b_395,c_5821
b_639,c_11092
b_931,c_18505
b_471,c_30431
b_90,c_4696
b_667,c_25407
b_1077,c_5792
b_1557,c_28089
b_43,c_30388
b_492,c_17758
b_1055,c_15086
b_1332,c_30178
b_1363,c_5596
b_473,c_10405
b_876,c_1585
b_343,c_22562
b_866,c_21233
b_1447,c_29265
b_102,c_26838
b_1033,c_15537
b_451,c_13125
b_872,c_15497
b_568,c_16017
b_230,c_4974
b_1406,c_21480
b_1321,c_23239
b_851,c_15110
b_1007,c_1382
b_348,c_749
b_726,c_25905
b_759,c_17298
b_1171,c_22843
b_660,c_22942
b_1071,c_22909
b_955,c_27829
b_1055,c_30963
b_494,c_1340
b_1045,c_9338
b_1292,c_4703
b_490,c_11004
b_1390,c_15137
b_1121,c_97
b_1030,c_13193
b_105,c_2656
b_338,c_17452
b_973,c_16925
b_1226,c_16040
b_116,c_5930
b_615,c_12220
b_146,c_17738
b_980,c_13167
b_274,c_3062
b_74,c_11552
b_445,c_16072
b_868,c_25754
b_705,c_13938
b_966,c_12251
b_935,c_24556
b_852,c_17248
b_718,c_4900
b_1211,c_28594
b_1107,c_5685
b_1331,c_6090
b_842,c_25007
b_7,c_27577
b_232,c_27273
b_1156,c_24054
b_177,c_20478
b_371,c_7486
b_798,c_5686
b_1266,c_17646
b_1319,c_28069
b_711,c_3175
b_1122,c_8974
b_735,c_27391
b_846,c_28807
b_1093,c_29091
b_1515,c_42
b_728,c_10860
b_1514,c_27389
b_979,c_10240
b_1199,c_28186
b_49,c_6695
b_31,c_20945
b_1333,c_29763
b_1204,c_27803
b_519,c_5800
b_1270,c_7302
b_714,c_17755
b_333,c_24393
b_918,c_14590
b_783,c_265
b_145,c_12042
b_357,c_28073
b_368,c_9996
b_1488,c_26020
b_406,c_1733
b_747,c_18349
b_532,c_21017
b_418,c_23141
b_447,c_12487
b_1182,c_12723
b_1545,c_4455
b_111,c_15189
b_4,c_27110
b_1431,c_22038
b_911,c_769
b_1253,c_7375
b_1446,c_13889
b_46,c_13844
b_541,c_13952
b_1035,c_20935
b_1185,c_20736
b_1365,c_22288
b_313,c_28034
b_1448,c_20836
b_1124,c_11895
b_549,c_11787
b_1073,c_19121
b_1502,c_11288
b_1119,c_14008
b_923,c_10722
b_578,c_25342
b_450,c_16665
b_891,c_24060
b_291,c_20339
b_585,c_14784
b_521,c_18718
b_965,c_13869
b_853,c_2382
b_1316,c_24201
b_311,c_26989
b_279,c_6073
b_1305,c_21705
b_1459,c_16913
b_350,c_4712
b_800,c_5027
b_1133,c_17914
b_165,c_21321
b_1481,c_24059
b_24,c_20826
b_1451,c_10538
b_619,c_16070
b_746,c_26435
b_801,c_10565
b_425,c_8926
b_617,c_6289
b_775,c_15124
b_186,c_9746
b_321,c_16181
b_102,c_27835
b_1465,c_30654
b_532,c_151
b_1224,c_21940
b_1140,c_20
b_1289,c_14308
b_1519,c_4562
b_1457,c_4070
b_1030,c_19743
b_1128,c_3213
b_1549,c_374
b_1005,c_1712
b_200,c_26125
b_408,c_11578
b_280,c_13341
b_1284,c_28470
b_231,c_917
b_1056,c_6882
b_186,c_19990
b_418,c_8366
b_131,c_13978
b_424,c_30030
b_1247,c_28760
b_1526,c_27723
b_1424,c_19978
b_1043,c_22358
b_1558,c_2640
b_690,c_8432
b_454,c_27049
b_1102,c_3894
b_1269,c_29825
b_426,c_18080
b_667,c_25652
b_1289,c_23895
b_1467,c_9631
b_1416,c_10377
b_232,c_23528
b_1016,c_22593
b_676,c_16343
b_398,c_10685
b_1126,c_6097
b_474,c_18165
b_1054,c_3906
b_1218,c_2219
b_1480,c_26635
b_1288,c_3617
b_687,c_29400
b_436,c_21947
b_221,c_11425
b_904,c_1996
b_1124,c_22452
b_18,c_23337
b_29,c_8670
b_211,c_5524
b_1515,c_7467
b_1089,c_7875
b_1479,c_7887
b_643,c_11825
b_632,c_12862
b_1039,c_25393
b_987,c_12008
b_1004,c_4991
b_264,c_1563
b_709,c_5010
b_1464,c_5165
b_1194,c_17715
b_1181,c_841
b_983,c_17308
b_1435,c_20211
b_535,c_7655
b_212,c_24410
b_1014,c_2972
b_303,c_1325
b_1122,c_20719
b_214,c_18208
b_812,c_5865
b_1503,c_2736
b_1263,c_23697
b_436,c_5062
b_1078,c_23956
b_1534,c_22712
b_1202,c_3171
b_10,c_1258
b_642,c_11654
b_1432,c_23734
b_342,c_21806
b_332,c_25046
b_437,c_14324
b_230,c_14740
b_60,c_28994
b_1468,c_11735
b_1330,c_24198
b_1113,c_6032
b_798,c_13014
b_252,c_28985
b_1178,c_9805
b_1517,c_11929
b_372,c_11410
b_831,c_15155
b_1556,c_16096
b_879,c_19913
b_688,c_1836
b_195,c_1392
b_1119,c_15782
b_222,c_6955
b_506,c_16577
b_76,c_27347
b_1003,c_10019
b_1529,c_27363
b_148,c_27268
b_947,c_15604
b_1297,c_27919
b_364,c_27437
b_53,c_17095
b_1343,c_19709
b_608,c_13429
b_102,c_26353
b_192,c_23562
b_1210,c_7739
b_606,c_4849
b_254,c_23339
b_1458,c_10105
b_1131,c_16576
b_598,c_19132
b_691,c_2461
b_1240,c_31171
b_626,c_25317
b_1377,c_30604
b_158,c_29283
b_457,c_15290
b_399,c_17614
b_665,c_21021
b_80,c_675
b_748,c_17283
b_1053,c_11592
b_506,c_27135
b_465,c_6714
b_52,c_10641
b_883,c_29595
b_498,c_8097
b_827,c_27081
b_1553,c_5432
b_615,c_3222
b_882,c_7313
b_1512,c_679
b_1544,c_10014
b_436,c_20963
b_473,c_17969
b_1308,c_12347
b_1045,c_4894
b_437,c_13765
b_838,c_8653
b_501,c_26941
b_1521,c_23180
b_716,c_2671
b_379,c_20943
b_801,c_29076
b_1194,c_25751
b_694,c_23939
b_976,c_17606
b_984,c_10233
b_600,c_11083
b_1174,c_18277
b_794,c_8273
b_1248,c_17117
b_436,c_11267
b_721,c_23934
b_956,c_9667
b_1225,c_27063
b_1050,c_23815
b_762,c_16000
b_540,c_12774
b_239,c_6132
b_451,c_12740
b_775,c_5514
b_1348,c_10308
b_595,c_20252
b_641,c_12640
b_1113,c_7473
b_203,c_25643
b_1127,c_15780
b_400,c_20821
b_1458,c_13807
b_834,c_16053
b_1067,c_9000
b_1554,c_13160
b_1169,c_16359
b_801,c_25090
b_1313,c_23477
b_1283,c_890
b_931,c_1726
b_54,c_14028
b_1559,c_18119
b_1454,c_4153
b_1146,c_8081
b_1231,c_3044
b_922,c_27557
b_394,c_18052
b_1473,c_4141
b_1185,c_14430
b_651,c_14964
b_1438,c_30772
b_45,c_4863
b_413,c_2031
b_68,c_6732
b_176,c_19586
b_1555,c_162
b_1544,c_8092
b_1400,c_31026
b_1091,c_30168
b_986,c_11228
b_67,c_27149
b_97,c_1683
b_244,c_2527
b_666,c_9220
b_868,c_3855
b_681,c_13585
b_124,c_3111
b_1276,c_9508
b_310,c_19153
b_381,c_22177
b_1483,c_18985
b_577,c_23696
b_286,c_26982
b_147,c_13459
b_1280,c_30637
b_1087,c_9261
b_1536,c_16419
b_1436,c_20126
b_482,c_13008
b_198,c_17051
b_1070,c_10045
b_759,c_5721
b_652,c_9734
b_96,c_28635
b_569,c_3194
b_1531,c_19394
b_828,c_15531
b_666,c_14341
b_1304,c_27184
b_365,c_25660
b_573,c_4315
b_43,c_26687
b_411,c_6272
b_532,c_12277
b_1455,c_6070
b_950,c_30668
b_1015,c_3109
b_437,c_24549
b_1205,c_28074
b_1195,c_18228
b_652,c_7436
b_933,c_2832
b_129,c_2627
b_1231,c_8448
b_1037,c_8326
b_1430,c_4183
b_964,c_18389
b_590,c_24005
b_614,c_8155
b_188,c_25031
b_1230,c_24106
b_704,c_12284
b_3,c_28473
b_1035,c_13499
b_976,c_16751
b_130,c_5832
b_1462,c_23131
b_1035,c_4711
b_989,c_28231
b_829,c_7661
b_478,c_24492
b_1487,c_441
b_1118,c_21389
b_1022,c_16657
b_1424,c_25624
b_807,c_4724
b_39,c_1113
b_207,c_20643
b_1400,c_10300
b_318,c_23347
b_434,c_27345
b_917,c_4769
b_32,c_12652
b_385,c_3998
b_710,c_6406
b_365,c_7305
b_853,c_28439
b_496,c_5886
b_1488,c_9261
b_1314,c_13962
b_831,c_10225
b_743,c_650
b_1349,c_24073
b_1344,c_17433
b_3,c_4009
b_1157,c_17539
b_523,c_29998
b_657,c_26683
b_508,c_3469
b_752,c_2568
b_1269,c_17834
b_717,c_6951
b_237,c_19079
b_592,c_29508
b_330,c_11783
b_1181,c_14177
b_695,c_14257
b_496,c_131
b_728,c_30447
b_1171,c_24653
b_1158,c_28272
b_194,c_26464
b_322,c_22812
b_1311,c_23058
b_1305,c_30275
b_1437,c_30485
b_121,c_25301
b_122,c_4882
b_169,c_23124
b_1283,c_3482
b_885,c_26038
b_1017,c_21378
b_1339,c_7802
b_1307,c_9868
b_44,c_25737
b_919,c_2818
b_414,c_1091
b_1297,c_9480
b_337,c_22795
b_433,c_20196
b_207,c_15800
