b_921,c_11167
b_187,c_6088
b_1307,c_13154
b_570,c_15652
b_1277,c_21259
b_1484,c_23170
b_1046,c_21402
b_902,c_31217
b_1469,c_12526
b_704,c_25553
b_768,c_16391
b_1136,c_7935
b_387,c_19573
b_398,c_29115
b_1011,c_8626
b_292,c_21288
b_1104,c_684
b_1459,c_9467
b_445,c_2304
b_418,c_21319
b_126,c_15665
b_1416,c_9919
b_1506,c_12281
b_475,c_6432
b_1559,c_29269
b_1443,c_14097
b_335,c_7189
b_1198,c_12115
b_151,c_15171
b_1473,c_9587
b_838,c_25878
b_357,c_22094
b_1227,c_3748
b_528,c_29328
b_812,c_29415
b_1019,c_7605
b_1257,c_5949
b_1213,c_19201
b_1530,c_12071
b_185,c_13753
b_483,c_56
b_1,c_16525
b_475,c_24774
b_1537,c_10698
b_783,c_2542
b_1482,c_6075
b_1099,c_7764
b_540,c_1553
b_1290,c_28170
b_137,c_17813
b_1098,c_30305
b_997,c_12522
b_612,c_4299
b_690,c_1542
b_1028,c_5448
b_1231,c_29598
b_1543,c_19831
b_877,c_22167
b_1133,c_21214
b_449,c_14620
b_1101,c_19664
b_671,c_16867
b_453,c_29992
b_815,c_31014
b_1008,c_24761
b_1121,c_789
b_981,c_24086
b_444,c_14824
b_1042,c_30575
b_273,c_31078
b_1339,c_15739
b_1156,c_13861
b_651,c_22048
b_15,c_22063
b_689,c_25729
b_704,c_19454
b_220,c_22889
b_538,c_1878
b_974,c_27358
b_1173,c_9506
b_596,c_11416
b_1480,c_4877
b_730,c_10775
b_1227,c_12320
b_1182,c_10520
b_611,c_23357
b_309,c_10439
b_920,c_26526
b_967,c_13324
b_764,c_26866
b_79,c_4190
b_162,c_22664
b_1544,c_9045
b_436,c_5247
b_933,c_12747
b_957,c_15328
b_1040,c_8406
b_915,c_14411
b_931,c_31006
b_1346,c_25831
b_108,c_13205
b_1080,c_19221
b_138,c_5137
b_851,c_5139
b_1244,c_2289
b_1484,c_21388
b_231,c_13120
b_358,c_13263
b_368,c_11858
b_161,c_5762
b_421,c_14865
b_1261,c_31285
b_297,c_30233
b_727,c_20995
b_451,c_7289
b_1147,c_7576
b_160,c_20951
b_1478,c_18894
b_764,c_30014
b_572,c_16584
b_984,c_30805
b_391,c_24131
b_890,c_24874
b_1485,c_24053
b_1252,c_24199
b_1076,c_10528
b_950,c_17530
b_1544,c_20872
b_1420,c_7410
b_205,c_29912
b_74,c_11
b_54,c_5752
b_1443,c_3457
b_113,c_3776
b_1007,c_11155
b_753,c_18157
b_533,c_13363
b_1146,c_15961
b_1201,c_19018
b_917,c_26822
b_1330,c_7145
b_168,c_31209
b_565,c_10989
b_1486,c_22635
b_1472,c_14138
b_1248,c_29247
b_981,c_27968
b_512,c_7371
b_589,c_17656
b_976,c_10790
b_577,c_4421
b_737,c_2353
b_827,c_7387
b_616,c_4850
b_440,c_27525
b_886,c_1557
b_1330,c_28691
b_177,c_9103
b_1023,c_17986
b_973,c_21583
b_454,c_28224
b_885,c_28939
b_490,c_17018
b_1525,c_30343
b_1088,c_11680
b_692,c_15736
b_179,c_30391
b_568,c_25364
b_272,c_14211
b_1279,c_30691
b_279,c_18459
b_1054,c_7953
b_145,c_8797
b_151,c_20694
b_32,c_12652
b_116,c_24752
b_224,c_8438
b_1429,c_22650
b_102,c_4094
b_8,c_27131
b_870,c_14328
b_916,c_6281
b_399,c_22882
b_880,c_20779
b_770,c_29140
b_125,c_21505
b_69,c_21069
b_1276,c_7678
b_345,c_9621
b_504,c_25015
b_69,c_3293
b_1524,c_23108
b_1491,c_28349
b_1506,c_29687
b_1494,c_14308
b_593,c_27370
b_1278,c_13411
b_1328,c_31326
b_1115,c_8509
b_166,c_15613
b_935,c_15870
b_121,c_10186
b_606,c_24831
b_65,c_1484
b_1526,c_24603
b_639,c_29657
b_383,c_412
b_108,c_3813
b_559,c_1007
b_1248,c_17133
b_546,c_18653
b_9,c_12574
b_1431,c_21870
b_351,c_24977
b_294,c_5066
b_704,c_6364
b_850,c_27156
b_711,c_874
b_1112,c_30531
b_489,c_15453
b_889,c_8474
b_1040,c_29630
b_397,c_11452
b_1032,c_20135
b_524,c_25166
b_521,c_14255
b_41,c_5444
b_1379,c_11367
b_1398,c_3285
b_533,c_4342
b_1249,c_26419
b_630,c_27759
b_1065,c_6268
b_45,c_3961
b_829,c_9942
b_174,c_31155
b_329,c_31261
b_1022,c_2170
b_900,c_2015
b_284,c_5755
b_1014,c_28163
b_1230,c_29701
b_1408,c_2563
b_906,c_5418
b_215,c_26830
b_163,c_24885
b_507,c_36
b_191,c_29420
b_572,c_14681
b_983,c_24191
b_1357,c_6198
b_1033,c_170
b_409,c_15432
b_499,c_9768
b_774,c_3224
b_57,c_28351
b_1547,c_24766
b_155,c_19250
b_1304,c_29374
b_436,c_10163
b_45,c_19074
b_622,c_21179
b_125,c_31063
b_203,c_17194
b_512,c_17686
b_1414,c_3870
b_1183,c_11186
b_606,c_8350
b_1060,c_30861
b_1004,c_16836
b_195,c_8028
b_77,c_29481
b_1134,c_12727
b_26,c_25328
b_703,c_6675
b_73,c_27815
b_1254,c_31239
b_32,c_16836
b_11,c_11775
b_41,c_7231
b_220,c_6104
b_507,c_17888
b_1239,c_25330
b_1476,c_15444
b_12,c_14806
b_713,c_17947
b_836,c_19580
b_1139,c_11296
b_15,c_17604
b_840,c_4829
b_1102,c_21962
b_38,c_26156
b_729,c_15939
b_1477,c_4019
b_1487,c_28564
b_76,c_30859
b_1186,c_29642
b_1050,c_10354
b_474,c_8544
b_1208,c_19661
b_1196,c_23763
b_1211,c_255
b_371,c_27714
b_1293,c_13396
b_1322,c_13535
b_200,c_20705
b_831,c_28060
b_360,c_6511
b_848,c_12893
b_940,c_9365
b_334,c_2015
b_28,c_14747
b_46,c_19056
b_411,c_27769
b_1087,c_13529
b_917,c_23894
b_58,c_16661
b_434,c_19834
b_445,c_783
b_1397,c_26316
b_559,c_31277
b_1248,c_22785
b_1339,c_9665
b_1319,c_6292
b_1300,c_13821
b_711,c_14114
b_811,c_21274
b_847,c_1200
b_1520,c_15045
b_96,c_23140
b_735,c_22884
b_573,c_15397
b_645,c_2915
b_1434,c_1269
b_1514,c_15864
b_629,c_2871
b_1285,c_5836
b_815,c_5198
b_771,c_29476
b_1156,c_7345
b_1527,c_4105
b_1505,c_18113
b_870,c_22081
b_59,c_8527
b_633,c_15017
b_944,c_3414
b_772,c_1073
b_1286,c_17566
b_141,c_1731
b_219,c_266
b_930,c_30826
b_828,c_17599
b_1362,c_117
b_1502,c_15485
b_102,c_30385
b_519,c_22852
b_1065,c_17096
b_297,c_11902
b_536,c_21760
b_1049,c_20882
b_761,c_15175
b_505,c_18312
b_679,c_11145
b_1521,c_15729
b_940,c_24613
b_1512,c_10486
b_595,c_24693
b_1294,c_22159
b_1360,c_25670
b_665,c_25931
b_1248,c_8939
b_840,c_25856
b_1213,c_15074
b_764,c_3697
b_925,c_25784
b_1141,c_11044
b_1254,c_29096
b_1228,c_15976
b_309,c_25412
b_576,c_15778
b_1543,c_7129
b_1380,c_31085
b_759,c_56
b_1352,c_6549
b_899,c_14071
b_941,c_24542
b_1221,c_12989
b_1260,c_22505
b_574,c_17175
b_622,c_12138
b_1452,c_8420
b_1475,c_19482
b_646,c_22767
b_687,c_1479
b_886,c_16227
b_807,c_25061
b_1325,c_28739
b_1310,c_16595
b_1086,c_20926
b_629,c_15413
b_1368,c_11423
b_56,c_3887
b_567,c_18909
b_475,c_23465
b_362,c_26072
b_1425,c_6046
b_339,c_27857
b_663,c_20501
b_499,c_831
b_520,c_8359
b_383,c_3914
b_97,c_16366
b_14,c_28911
b_1498,c_12056
b_1250,c_6598
b_454,c_31369
b_303,c_28900
b_829,c_554
b_315,c_20048
b_465,c_17636
b_471,c_9796
b_1520,c_25660
b_683,c_3261
b_611,c_17210
b_825,c_18044
b_241,c_4304
b_87,c_17633
b_462,c_12507
b_435,c_14913
b_409,c_30412
b_1190,c_31445
b_1107,c_9651
b_733,c_16020
b_723,c_30739
b_771,c_17149
b_931,c_9677
b_1550,c_19001
b_606,c_21634
b_1069,c_18416
b_428,c_21907
b_295,c_16745
b_1498,c_19975
b_789,c_13310
b_67,c_19854
b_1310,c_11166
b_1519,c_1721
b_1266,c_8158
b_969,c_22846
b_1459,c_7431
b_1300,c_19641
b_347,c_19458
b_1258,c_12520
b_1080,c_13452
b_1325,c_20576
b_707,c_14861
b_893,c_744
b_1073,c_17055
b_1129,c_24741
b_1223,c_21692
b_1331,c_15894
b_1525,c_21420
b_1251,c_18617
b_1010,c_2471
b_153,c_26707
b_335,c_27708
b_961,c_7110
b_169,c_22826
b_590,c_25384
b_1424,c_5262
b_1523,c_172
b_1463,c_22221
b_109,c_12945
b_846,c_471
b_1299,c_13971
b_1170,c_5867
b_248,c_11042
b_460,c_10395
b_1056,c_29870
b_914,c_10173
b_747,c_10039
b_592,c_22471
b_440,c_14591
b_1264,c_1873
b_966,c_7862
b_239,c_5984
b_1048,c_23012
b_308,c_1883
b_1393,c_3299
b_592,c_23464
b_494,c_10637
b_1507,c_16659
b_510,c_17493
b_894,c_1623
b_108,c_17089
b_1473,c_47
b_1044,c_636
b_287,c_24779
b_525,c_23274
b_292,c_28338
b_545,c_7087
b_617,c_2149
b_1188,c_7438
b_995,c_13500
b_892,c_26363
b_1263,c_29477
b_629,c_3629
b_1394,c_26401
b_1052,c_31417
b_998,c_21109
b_1353,c_10418
b_176,c_1830
b_1047,c_27164
b_1503,c_31356
b_1392,c_21278
b_1443,c_19678
b_1152,c_1459
b_969,c_11710
b_1444,c_31214
b_254,c_21068
b_792,c_4031
b_1470,c_19824
b_227,c_14416
b_88,c_4140
b_1007,c_9390
b_1288,c_22875
b_949,c_13245
b_651,c_26684
b_638,c_17325
b_1266,c_10364
b_536,c_9055
b_1452,c_22568
b_27,c_23870
b_1110,c_10530
b_774,c_30168
b_3,c_133
b_1028,c_23112
b_341,c_10807
b_862,c_25913
b_1011,c_17431
b_38,c_22165
b_1457,c_19708
b_900,c_16537
b_1492,c_7110
b_910,c_13006
b_702,c_25834
b_1340,c_24897
b_978,c_662
b_372,c_20862
b_480,c_28574
b_1463,c_19610
b_269,c_11863
b_1480,c_29380
b_1306,c_30928
b_1494,c_24165
b_934,c_24109
b_169,c_3805
b_590,c_24392
b_389,c_4912
b_795,c_17199
b_1299,c_14249
b_1238,c_30742
b_171,c_5617
b_663,c_8595
b_553,c_181
b_1426,c_22381
b_1300,c_24402
b_195,c_16342
b_1415,c_21265
b_1411,c_15324
b_56,c_15487
b_910,c_4371
b_1007,c_5422
b_668,c_22861
b_674,c_6636
b_1054,c_18336
b_1262,c_12058
b_357,c_6996
b_1414,c_25136
b_376,c_9662
b_1115,c_29636
b_483,c_5242
b_2,c_779
b_185,c_17675
b_914,c_15181
b_164,c_7155
b_1098,c_10932
b_1554,c_2831
b_780,c_17206
b_379,c_6643
b_769,c_22146
b_281,c_30100
b_1493,c_14212
b_1552,c_17924
b_143,c_15446
b_1039,c_25493
b_944,c_20382
b_273,c_320
b_901,c_29091
b_536,c_3945
b_191,c_21499
b_1555,c_30770
b_425,c_2912
b_1501,c_3942
b_1362,c_22657
b_1281,c_6047
b_1148,c_28600
b_515,c_30546
b_3,c_27892
b_1377,c_13410
b_413,c_22447
b_338,c_4621
b_417,c_11798
b_286,c_17220
b_522,c_17353
b_79,c_9318
b_357,c_23319
b_1023,c_17880
b_735,c_11359
b_230,c_9105
b_812,c_25360
b_1185,c_6224
b_734,c_1540
b_903,c_16214
b_419,c_17250
b_557,c_10111
b_648,c_31031
b_496,c_28082
b_1010,c_20222
b_1125,c_14454
b_709,c_17768
b_495,c_17525
b_1146,c_16772
b_1215,c_11729
b_340,c_19690
b_238,c_10051
b_123,c_4502
b_1205,c_24988
b_416,c_7893
b_544,c_11059
b_1549,c_550
b_1468,c_28657
b_341,c_2960
b_897,c_30300
b_1429,c_16075
b_1082,c_17916
b_459,c_27716
b_1197,c_5255
b_86,c_17032
b_655,c_17518
b_886,c_11810
b_6,c_7558
b_612,c_23507
b_54,c_12271
b_558,c_15976
b_93,c_18537
b_1526,c_28799
b_891,c_17683
b_1313,c_6592
b_1328,c_2217
b_1224,c_21227
b_885,c_8030
b_380,c_3795
b_535,c_27517
b_911,c_30564
b_1366,c_5492
b_1138,c_6202
b_291,c_27430
b_379,c_3709
b_895,c_22798
b_854,c_12542
b_729,c_1226
b_487,c_12638
b_366,c_11579
b_69,c_9619
b_1081,c_30761
b_659,c_20400
b_1287,c_23843
b_1136,c_25842
b_875,c_19138
b_409,c_24084
b_932,c_14013
b_204,c_21985
b_478,c_16827
b_579,c_22791
b_1556,c_7902
b_597,c_21081
b_1289,c_15778
b_483,c_10720
b_168,c_3926
b_1111,c_8669
b_313,c_20764
b_133,c_6789
b_767,c_11008
b_210,c_23023
b_885,c_20416
b_397,c_11205
b_796,c_24502
b_1068,c_11035
b_345,c_827
b_1247,c_28109
b_1258,c_10286
b_48,c_26968
b_104,c_20014
b_76,c_23765
b_1022,c_17676
b_1374,c_24567
b_64,c_24356
b_753,c_12235
b_363,c_14091
b_1291,c_20887
b_62,c_29773
b_446,c_3918
b_1110,c_17011
b_122,c_1125
b_1136,c_16406
b_792,c_25918
b_1239,c_18755
b_238,c_20424
b_101,c_22941
b_104,c_22652
b_811,c_6192
b_315,c_4656
b_1388,c_24949
b_417,c_23120
b_1076,c_21887
b_605,c_27173
b_804,c_12208
b_499,c_12569
b_393,c_5011
b_1211,c_22662
b_1115,c_969
b_664,c_10599
b_541,c_28381
b_895,c_27538
b_635,c_8085
b_150,c_28707
b_1089,c_7393
b_470,c_16952
b_134,c_27138
b_818,c_19741
b_810,c_25903
b_146,c_30235
b_1392,c_12568
b_1271,c_6277
b_400,c_26100
b_1435,c_29767
b_187,c_31192
b_595,c_1796
b_860,c_24266
b_936,c_8973
b_534,c_212
b_219,c_8720
b_973,c_12925
b_912,c_16903
b_863,c_11894
b_140,c_26509
b_1348,c_27888
b_324,c_29856
b_1462,c_21370
b_280,c_26269
b_646,c_10512
b_489,c_4169
b_492,c_29663
b_1265,c_25540
b_1384,c_10125
b_798,c_19093
b_229,c_10046
b_575,c_28190
b_330,c_19314
b_784,c_500
b_511,c_13908
b_1535,c_22737
b_1339,c_9864
b_1340,c_26098
b_1238,c_10751
b_432,c_7761
b_544,c_20213
b_94,c_9429
b_818,c_16830
b_553,c_26204
b_748,c_5072
b_1232,c_28766
b_832,c_23421
b_1338,c_18334
b_1263,c_24192
b_381,c_19188
b_1544,c_17963
b_1395,c_4392
b_1122,c_30889
b_30,c_20100
b_548,c_8739
b_955,c_21037
b_1236,c_24099
b_167,c_12926
b_1200,c_29118
b_868,c_12399
b_58,c_1217
b_1329,c_25370
b_204,c_10036
b_1208,c_17693
b_185,c_8486
b_222,c_26303
b_83,c_20279
b_913,c_16267
b_716,c_24864
b_1286,c_9562
b_518,c_11732
b_903,c_5664
b_1204,c_19479
b_183,c_10053
b_584,c_18930
b_1216,c_21207
b_1136,c_9488
b_385,c_842
b_417,c_8858
b_270,c_28620
b_1053,c_28751
b_370,c_26714
b_1237,c_13025
b_461,c_18798
b_566,c_23787
b_967,c_16700
b_460,c_20189
b_1010,c_638
b_600,c_11385
b_1502,c_26007
b_834,c_30451
b_1504,c_1796
b_1402,c_27629
b_908,c_30684
b_640,c_28725
b_638,c_12507
b_1102,c_2941
b_448,c_30599
b_164,c_23431
b_1189,c_3909
b_754,c_8081
b_54,c_27247
b_893,c_7971
b_781,c_9879
b_791,c_20489
b_741,c_12380
b_1002,c_17611
b_1082,c_1751
b_823,c_24998
b_283,c_8132
b_1445,c_229
b_695,c_11326
b_105,c_6260
b_1082,c_4520
b_468,c_12264
b_21,c_15108
b_1099,c_604
b_324,c_29526
b_376,c_18709
b_668,c_784
b_1497,c_18073
b_23,c_21991
b_196,c_2377
b_1136,c_29533
b_1335,c_1319
b_1100,c_5970
b_174,c_30626
b_59,c_14790
b_1120,c_18099
b_563,c_6005
b_595,c_30297
b_1195,c_28139
b_740,c_9825
b_1312,c_25606
b_1455,c_105
b_1514,c_20702
b_329,c_862
b_36,c_5581
b_625,c_18429
b_378,c_2519
b_1504,c_21833
b_389,c_21561
b_1330,c_22273
b_765,c_827
b_281,c_21592
b_255,c_29262
b_702,c_15019
b_943,c_10913
b_1388,c_20378
b_324,c_11356
b_370,c_13373
b_1341,c_16523
b_113,c_24693
b_883,c_14541
b_393,c_28581
b_736,c_9722
b_313,c_23857
b_1241,c_20500
b_1429,c_6331
b_162,c_6111
b_401,c_19495
b_1014,c_29283
b_559,c_26272
b_568,c_6246
b_473,c_5951
b_846,c_13183
b_772,c_2174
b_267,c_26055
b_207,c_6322
b_1005,c_25443
b_1222,c_11090
b_131,c_6820
b_381,c_27673
b_1258,c_11094
b_1390,c_3660
b_844,c_3878
b_167,c_7276
b_1297,c_3701
b_1047,c_8103
b_891,c_16146
b_1204,c_3014
b_897,c_21255
b_12,c_27565
b_1518,c_26771
b_769,c_22112
b_1496,c_22650
b_439,c_13246
b_405,c_28922
b_595,c_7064
b_738,c_11485
b_1419,c_15418
b_846,c_23505
b_261,c_24190
b_1206,c_6764
b_917,c_16119
b_1134,c_7989
b_146,c_8265
b_500,c_25632
b_1034,c_5425
b_11,c_9031
b_723,c_8788
b_1547,c_22499
b_1538,c_28127
b_867,c_29639
b_492,c_17312
b_1018,c_24381
b_1441,c_22286
b_223,c_2906
b_57,c_19588
b_1496,c_23390
b_205,c_9012
b_1533,c_1724
b_1122,c_9392
b_1513,c_16043
b_192,c_29523
b_1225,c_27401
b_487,c_27477
b_1326,c_24689
b_1142,c_17767
b_1443,c_26641
b_1312,c_6910
b_396,c_24181
b_1504,c_17395
b_1498,c_15237
b_764,c_6082
b_226,c_12428
b_803,c_13013
b_274,c_22579
b_1540,c_23322
b_1337,c_22846
b_621,c_3833
b_693,c_21681
b_622,c_26844
b_1335,c_17329
b_600,c_16730
b_826,c_2116
b_615,c_596
b_417,c_28691
b_1084,c_28507
b_1010,c_10469
b_1342,c_72
b_398,c_3831
b_1393,c_20368
b_1476,c_3201
b_701,c_2216
b_850,c_15116
b_529,c_16516
b_714,c_978
b_79,c_19905
b_1223,c_21420
b_1273,c_4333
b_1196,c_3327
b_435,c_4438
b_1034,c_18090
b_362,c_7779
b_512,c_3208
b_1035,c_20395
b_1274,c_24678
b_868,c_14643
b_1265,c_25932
b_528,c_13477
b_585,c_25928
b_690,c_2427
b_294,c_12053
b_1373,c_16341
b_543,c_27973
b_686,c_14907
b_1479,c_19055
b_1399,c_860
b_1442,c_13333
b_990,c_13489
b_1096,c_9781
b_561,c_4237
b_495,c_19129
b_1112,c_17217
b_391,c_19590
b_67,c_166
b_518,c_21276
b_1076,c_2524
b_989,c_10048
b_788,c_18082
b_1430,c_24212
b_898,c_5514
b_759,c_26055
b_342,c_23194
b_689,c_21588
b_1482,c_26343
b_1365,c_12191
b_1311,c_1819
b_105,c_26054
b_1366,c_12136
b_264,c_9454
b_1180,c_30372
b_925,c_22369
b_831,c_3377
b_51,c_30737
b_1454,c_23727
b_1107,c_1871
b_900,c_13497
b_468,c_2992
b_1000,c_10860
b_501,c_26733
b_408,c_28778
b_234,c_7480
b_446,c_19012
b_1190,c_30857
b_1350,c_20619
b_834,c_1372
b_496,c_30916
b_850,c_6227
b_12,c_25171
b_71,c_7234
b_30,c_22728
b_1397,c_10079
b_718,c_17490
b_965,c_5040
b_244,c_17616
b_849,c_5274
b_1464,c_28967
b_228,c_11072
b_705,c_28035
b_795,c_31273
b_1077,c_30276
b_245,c_6400
b_133,c_28744
b_35,c_5013
b_30,c_30240
b_938,c_9394
b_1043,c_30723
b_831,c_23101
b_536,c_21181
b_1237,c_9273
b_1370,c_7987
b_80,c_14259
b_664,c_27769
b_825,c_28026
b_834,c_19200
b_1442,c_14130
b_524,c_14339
b_1463,c_7149
b_108,c_8338
b_540,c_16968
b_125,c_29599
b_854,c_12676
b_1503,c_7913
b_497,c_28473
b_1287,c_137
b_865,c_3818
b_985,c_3773
b_738,c_17159
b_224,c_24337
b_697,c_7103
b_1354,c_13057
b_450,c_27617
b_533,c_30622
b_1415,c_23603
b_890,c_1287
b_84,c_17084
b_682,c_27249
b_868,c_2966
b_1219,c_4206
b_436,c_24122
b_86,c_23052
b_937,c_24562
b_1120,c_13634
b_812,c_9556
b_1346,c_23985
b_701,c_21179
b_787,c_9808
b_251,c_6878
b_849,c_9253
b_68,c_13997
b_145,c_1110
b_706,c_30252
b_1292,c_26907
b_312,c_13641
b_1241,c_7654
b_169,c_15066
b_1218,c_18878
b_272,c_27236
b_518,c_2859
b_760,c_24020
b_382,c_27814
b_1063,c_29250
b_1162,c_26292
b_557,c_86
b_113,c_31389
b_218,c_18549
b_519,c_5933
b_1323,c_15822
b_1141,c_21646
b_868,c_27850
b_231,c_10847
b_589,c_2406
b_683,c_18562
b_408,c_15509
b_764,c_9534
b_279,c_3924
b_339,c_21339
b_725,c_3080
b_1005,c_6731
b_400,c_21118
b_906,c_14746
b_1107,c_19402
b_1183,c_27115
b_519,c_13653
b_715,c_11900
b_876,c_25912
b_1177,c_6927
b_656,c_5035
b_1091,c_4067
b_1356,c_7583
b_1157,c_21480
b_373,c_26325
b_1403,c_26725
b_743,c_15798
b_496,c_4055
b_24,c_30151
b_581,c_24200
b_38,c_19253
b_323,c_8899
b_340,c_31331
b_1147,c_7972
b_465,c_16741
b_115,c_29745
b_1371,c_23064
b_343,c_2709
b_1239,c_7293
b_917,c_24015
b_1402,c_1005
b_286,c_8612
b_1330,c_29542
b_1066,c_30918
b_740,c_4151
b_335,c_17761
b_1111,c_25323
b_1182,c_24148
b_1091,c_23018
b_299,c_26496
b_266,c_21345
b_1321,c_15015
b_1278,c_19204
b_198,c_13652
b_1069,c_24232
b_164,c_14731
b_1407,c_24410
b_999,c_85
b_1052,c_11225
b_11,c_24351
b_304,c_26465
b_635,c_12183
b_1128,c_14503
b_1388,c_10965
b_818,c_9540
b_1192,c_4206
b_316,c_12465
b_1200,c_26676
b_1021,c_8486
b_196,c_15117
b_651,c_16824
b_1463,c_9631
b_481,c_22376
b_1202,c_20021
b_157,c_5762
b_79,c_31192
b_650,c_26685
b_674,c_24835
b_113,c_12791
b_1529,c_8153
b_1012,c_30629
b_437,c_11527
b_1240,c_10102
b_1267,c_22977
b_436,c_1583
b_652,c_15521
b_42,c_10513
b_70,c_15185
b_700,c_2435
b_1277,c_9675
b_848,c_26339
b_1535,c_24906
b_998,c_11212
b_1360,c_11227
b_110,c_13600
b_1496,c_15942
b_1132,c_15871
b_1546,c_18286
b_998,c_7423
b_953,c_20274
b_930,c_5029
b_1435,c_22268
b_728,c_26849
b_1495,c_16749
b_719,c_473
b_1363,c_1519
b_565,c_31120
b_17,c_16186
b_1098,c_19017
b_996,c_29390
b_740,c_26276
b_394,c_8229
b_345,c_9241
b_1361,c_11764
b_1326,c_13589
b_1101,c_10246
b_1116,c_25946
b_1175,c_14785
b_1124,c_23962
b_900,c_1976
b_180,c_22900
b_1012,c_15261
b_299,c_25742
b_1518,c_4480
b_584,c_582
b_38,c_13296
b_1331,c_20990
b_1201,c_23932
b_38,c_21811
b_1368,c_29492
b_790,c_212
b_770,c_1374
b_1224,c_21747
b_183,c_17261
b_663,c_24623
b_1263,c_16943
b_1526,c_16922
b_222,c_21742
b_212,c_5747
b_1318,c_20704
b_652,c_18005
b_711,c_19982
b_647,c_3073
b_1423,c_15130
b_1123,c_21180
b_333,c_25593
b_1131,c_27794
b_83,c_3247
b_1291,c_945
b_1001,c_3661
b_1370,c_25579
b_927,c_23170
b_919,c_12803
b_968,c_10503
b_1554,c_5676
b_995,c_10948
b_1419,c_22883
b_1256,c_3379
b_630,c_1789
b_1071,c_9246
b_464,c_23426
b_1054,c_27542
b_261,c_24833
b_647,c_20082
b_1252,c_9531
b_276,c_13630
b_1095,c_24550
b_1241,c_8281
b_251,c_6504
b_780,c_28288
b_408,c_31249
b_1154,c_5230
b_760,c_19534
b_1203,c_14730
b_1327,c_6256
b_933,c_31317
b_1456,c_3817
b_1371,c_14589
b_1329,c_31283
b_1148,c_11099
b_360,c_7160
b_1294,c_25182
b_1533,c_29594
b_1249,c_30581
b_1192,c_28860
b_1244,c_17824
b_594,c_13828
b_268,c_27774
b_438,c_23353
b_930,c_20837
b_877,c_1365
b_152,c_18458
b_329,c_28017
b_267,c_950
b_1277,c_808
b_1148,c_10190
b_258,c_28615
b_735,c_13996
b_1104,c_1442
b_683,c_96
b_1207,c_28023
b_1204,c_14318
b_817,c_12993
b_373,c_459
b_1113,c_23619
b_990,c_11180
b_850,c_10249
b_170,c_11944
b_644,c_28832
b_680,c_16000
b_858,c_5311
b_1494,c_31289
b_513,c_3956
b_1503,c_19703
b_341,c_11797
b_351,c_2836
b_1044,c_11252
b_283,c_1515
b_1121,c_1859
b_225,c_29233
b_24,c_1723
b_483,c_6911
b_1184,c_5974
b_85,c_1
b_1286,c_23729
b_73,c_27934
b_1015,c_8859
b_491,c_5272
b_376,c_10496
b_607,c_9165
b_583,c_14394
b_1010,c_9157
b_1205,c_29784
b_568,c_30681
b_55,c_19263
b_1437,c_4785
b_1279,c_23994
b_1086,c_9418
b_479,c_24744
b_1103,c_4616
b_1194,c_18676
b_114,c_24967
b_1281,c_26889
b_1447,c_24450
b_392,c_20509
b_1386,c_20588
b_1513,c_22463
b_21,c_23445
b_923,c_30919
b_1525,c_19695
b_1543,c_3235
b_1170,c_6569
b_797,c_23150
b_887,c_19024
b_852,c_6094
b_1025,c_3113
b_1375,c_20368
b_938,c_17884
b_46,c_10924
b_842,c_11448
b_522,c_26623
b_1240,c_6128
b_838,c_8800
b_373,c_7742
b_1347,c_9744
b_548,c_25722
b_1554,c_12847
b_359,c_24974
b_436,c_30771
b_765,c_5526
b_605,c_15603
b_605,c_8862
b_874,c_23865
b_452,c_13699
b_1118,c_18749
b_6,c_13491
b_422,c_11370
b_537,c_9629
b_1542,c_24621
b_715,c_14565
b_930,c_27685
b_626,c_12978
b_810,c_21122
b_223,c_6403
b_758,c_28411
b_410,c_25419
b_655,c_135
b_1451,c_6811
b_1134,c_20780
b_1012,c_28555
b_304,c_11910
b_918,c_23791
b_631,c_1267
b_510,c_23993
b_919,c_6320
b_1048,c_10706
b_1049,c_14246
b_480,c_7811
b_1123,c_30321
b_196,c_9091
b_931,c_7921
b_459,c_17457
b_875,c_31045
b_659,c_17269
b_1140,c_7779
b_726,c_18599
b_1054,c_13888
b_260,c_2043
b_1141,c_19980
b_120,c_19315
b_1340,c_28615
b_711,c_30046
b_153,c_25156
b_406,c_1691
b_132,c_26209
b_1194,c_13987
b_318,c_7254
b_768,c_7191
b_1090,c_1309
b_1394,c_17823
b_835,c_17739
b_1369,c_22593
b_451,c_28609
b_1087,c_801
b_600,c_6589
b_388,c_9284
b_1353,c_27109
b_1508,c_7144
b_465,c_2171
b_633,c_17114
b_834,c_21812
b_879,c_8986
b_455,c_11601
b_1467,c_4557
b_645,c_7532
b_1097,c_13615
b_486,c_22243
b_309,c_23642
b_16,c_9261
b_1387,c_14005
b_1439,c_18619
b_537,c_5238
b_410,c_19458
b_503,c_22847
b_1185,c_20951
b_70,c_15085
b_273,c_18556
b_222,c_268
b_359,c_20069
b_1301,c_23973
b_809,c_19954
b_700,c_2607
b_1339,c_21187
b_1416,c_18248
b_681,c_5257
b_625,c_23455
b_692,c_19339
b_932,c_9443
b_54,c_28660
b_142,c_8770
b_719,c_10147
b_662,c_20644
b_197,c_4524
b_409,c_24241
b_511,c_4589
b_171,c_18280
b_100,c_8520
b_1001,c_30786
b_1356,c_30386
b_1063,c_3334
b_1335,c_16495
b_1171,c_6370
b_869,c_26936
b_53,c_7584
b_752,c_2722
