b_315,f_324004
b_852,f_422361
b_64,f_248067
b_732,f_552813
b_1135,f_596453
b_1526,f_634277
b_175,f_26560
b_596,f_594428
b_1170,f_364188
b_262,f_184622
b_229,f_359938
b_892,f_82294
b_308,f_636424
b_445,f_103941
b_662,f_310335
b_413,f_454709
b_311,f_39217
b_830,f_264428
b_970,f_111222
b_71,f_197857
b_17,f_441122
b_70,f_457151
b_202,f_310134
b_1328,f_396270
b_1461,f_410879
b_1415,f_244804
b_1548,f_409524
b_208,f_18833
b_222,f_90388
b_1169,f_188909
b_648,f_18088
b_555,f_78677
b_927,f_175913
b_241,f_623440
b_1061,f_156162
b_696,f_553696
b_838,f_343084
b_648,f_31478
b_68,f_459240
b_1515,f_370657
b_1061,f_313982
b_1386,f_318481
b_708,f_238134
b_531,f_581121
b_1171,f_258655
b_554,f_392889
b_1011,f_582532
b_999,f_23985
b_862,f_509369
b_353,f_445106
b_363,f_21851
b_1554,f_195272
b_10,f_269414
b_1539,f_388697
b_1150,f_392579
b_618,f_348270
b_1312,f_286965
b_408,f_444225
b_1014,f_13789
b_114,f_378639
b_451,f_410439
b_1423,f_78383
b_904,f_465611
b_46,f_129605
b_107,f_547031
b_53,f_81994
b_610,f_496333
b_1014,f_424979
b_1088,f_514849
b_331,f_145104
b_1064,f_164141
b_737,f_585999
b_733,f_584345
b_691,f_486696
b_1262,f_353947
b_105,f_598766
b_362,f_333800
b_1519,f_18689
b_783,f_108754
b_1525,f_539230
b_628,f_456516
b_233,f_626618
b_813,f_577903
b_1119,f_318718
b_121,f_507205
b_1548,f_146332
b_994,f_105167
b_909,f_522481
b_362,f_23554
b_1109,f_257757
b_137,f_176473
b_314,f_301067
b_1457,f_419233
b_1378,f_433466
b_705,f_276832
b_10,f_379327
b_734,f_430145
b_721,f_447807
b_194,f_76567
b_685,f_350423
b_1297,f_81968
b_1428,f_516171
b_1341,f_471632
b_1380,f_177502
b_1353,f_622338
b_934,f_144649
b_669,f_504191
b_1008,f_100639
b_58,f_159007
b_741,f_174767
b_901,f_114024
b_332,f_493257
b_1157,f_72963
b_1005,f_502811
b_655,f_286436
b_531,f_172266
b_771,f_641943
b_271,f_21693
b_764,f_93486
b_717,f_60337
b_36,f_394230
b_1405,f_315343
b_121,f_124404
b_245,f_269366
b_712,f_404803
b_676,f_410853
b_54,f_425848
b_689,f_326115
b_173,f_527941
b_1534,f_251927
b_334,f_31638
b_1244,f_579293
b_1014,f_30844
b_77,f_229516
b_793,f_326220
b_96,f_538285
b_708,f_215140
b_1441,f_182413
b_696,f_178227
b_510,f_459928
b_939,f_571456
b_412,f_292123
b_1293,f_125580
b_1161,f_630607
b_137,f_139925
b_86,f_281029
b_1243,f_203320
b_1520,f_458658
b_1102,f_123059
b_361,f_123476
b_1130,f_545346
b_137,f_261868
b_1258,f_644485
b_410,f_121453
b_1358,f_522282
b_1191,f_172021
b_1243,f_116247
b_724,f_398733
b_475,f_369864
b_628,f_586502
b_1279,f_523319
b_18,f_639512
b_398,f_535537
b_750,f_310574
b_1403,f_288765
b_1533,f_294704
b_919,f_211523
b_642,f_310195
b_327,f_564384
b_208,f_363104
b_621,f_332557
b_125,f_242885
b_812,f_613875
b_1209,f_590612
b_819,f_511136
b_322,f_81369
b_1062,f_58519
b_1031,f_571952
b_1018,f_569618
b_443,f_633327
b_1359,f_406617
b_1240,f_210073
b_137,f_214759
b_1250,f_227993
b_1267,f_24349
b_517,f_189136
b_469,f_74856
b_505,f_451334
b_681,f_204978
b_286,f_109634
b_1424,f_272775
b_403,f_295046
b_1331,f_138624
b_286,f_518784
b_703,f_408009
b_387,f_133264
b_214,f_153549
b_30,f_255699
b_655,f_264888
b_1096,f_368791
b_1421,f_16893
b_1100,f_328841
b_897,f_359180
b_957,f_61580
b_982,f_113706
b_724,f_127504
b_678,f_259510
b_442,f_357964
b_895,f_240851
b_1088,f_383714
b_862,f_520849
b_1371,f_355743
b_238,f_294651
b_291,f_196147
b_672,f_622953
b_1474,f_268342
b_1378,f_38948
b_864,f_505961
b_1460,f_11484
b_1021,f_567588
b_546,f_522554
b_459,f_253771
b_293,f_29708
b_983,f_297641
b_702,f_85773
b_757,f_511182
b_725,f_625539
b_469,f_436190
b_552,f_633493
b_615,f_516955
b_1367,f_155528
b_525,f_630217
b_1184,f_353875
b_740,f_466377
b_309,f_596307
b_810,f_210425
b_1159,f_453593
b_1035,f_276273
b_1362,f_256218
b_582,f_55774
b_559,f_55262
b_642,f_513957
b_8,f_96302
b_289,f_106413
b_997,f_600728
b_261,f_61171
b_872,f_232958
b_1355,f_269797
b_1149,f_31871
b_1121,f_383550
b_41,f_341511
b_1070,f_8976
b_71,f_611695
b_958,f_317568
b_1369,f_612494
b_1082,f_159660
b_1485,f_417355
b_949,f_159421
b_845,f_265546
b_358,f_346830
b_1526,f_290202
b_1251,f_200877
b_449,f_512174
b_972,f_433285
b_389,f_149848
b_1432,f_517984
b_134,f_587943
b_856,f_552247
b_1111,f_515401
b_1286,f_524649
b_98,f_457798
b_1292,f_172711
b_697,f_229847
b_460,f_8916
b_1184,f_407375
b_1406,f_620237
b_784,f_630370
b_1371,f_619401
b_1479,f_343019
b_1128,f_268925
b_506,f_293862
b_457,f_85558
b_650,f_333672
b_107,f_171135
b_209,f_604788
b_619,f_448065
b_741,f_232070
b_301,f_403701
b_1247,f_469675
b_1489,f_266128
b_231,f_300058
b_224,f_280410
b_642,f_349389
b_563,f_501028
b_280,f_186118
b_711,f_345013
b_948,f_432924
b_1084,f_475005
b_290,f_616575
b_694,f_117776
b_977,f_92864
b_76,f_262210
b_95,f_484807
b_1107,f_109616
b_772,f_259925
b_47,f_59496
b_1518,f_145895
b_1123,f_444576
b_739,f_345131
b_64,f_137347
b_709,f_217182
b_929,f_271311
b_826,f_472049
b_967,f_221506
b_351,f_424113
b_174,f_539560
b_625,f_471667
b_643,f_484088
b_155,f_602606
b_603,f_190676
b_1055,f_522102
b_1011,f_628326
b_1421,f_211630
b_679,f_19281
b_92,f_468691
b_859,f_187286
b_332,f_15926
b_607,f_621898
b_348,f_141518
b_1057,f_7141
b_105,f_524877
b_870,f_229511
b_1482,f_219225
b_937,f_351021
b_13,f_351662
b_803,f_142645
b_41,f_533365
b_1114,f_445453
b_866,f_630986
b_472,f_629729
b_29,f_463417
b_674,f_370789
b_45,f_522131
b_1039,f_55465
b_608,f_62191
b_958,f_181563
b_1147,f_356221
b_673,f_336751
b_1385,f_601915
b_1096,f_297800
b_1436,f_448518
b_278,f_364944
b_569,f_442889
b_804,f_239472
b_693,f_581767
b_1179,f_104769
b_223,f_295622
b_1492,f_36148
b_158,f_447629
b_1301,f_276506
b_240,f_275272
b_431,f_84360
b_1147,f_198278
b_945,f_129474
b_1421,f_586581
b_1315,f_14144
b_1018,f_542737
b_1449,f_242523
b_1423,f_439333
b_1102,f_23111
b_430,f_2350
b_1390,f_600419
b_39,f_527589
b_967,f_83225
b_1174,f_240198
b_494,f_353457
b_1131,f_600705
b_162,f_371203
b_464,f_527493
b_974,f_495779
b_384,f_421386
b_1024,f_428823
b_1300,f_621085
b_1010,f_412141
b_902,f_96285
b_488,f_173307
b_653,f_49873
b_1327,f_354312
b_671,f_66501
b_353,f_290160
b_888,f_94112
b_748,f_230428
b_49,f_104206
b_450,f_534780
b_1497,f_546800
b_1337,f_154669
b_20,f_630741
b_324,f_146416
b_760,f_309291
b_174,f_5416
b_806,f_397318
b_354,f_639335
b_1437,f_351313
b_1037,f_134142
b_493,f_514979
b_38,f_88098
b_1301,f_243468
b_1132,f_544545
b_231,f_241322
b_1196,f_7740
b_67,f_639
b_496,f_420581
b_278,f_560219
b_450,f_307403
b_426,f_446534
b_540,f_27640
b_408,f_231816
b_647,f_429318
b_161,f_563118
b_1154,f_175535
b_1419,f_252201
b_1077,f_497183
b_377,f_14880
b_1266,f_350566
b_1390,f_391529
b_171,f_47247
b_1043,f_139067
b_1062,f_174346
b_148,f_300697
b_1189,f_72273
b_242,f_61811
b_1022,f_199027
b_113,f_638229
b_1189,f_2021
b_1086,f_504035
b_1191,f_420621
b_1185,f_99873
b_1225,f_178227
b_75,f_254514
b_1232,f_272271
b_1067,f_105234
b_405,f_13634
b_522,f_173353
b_984,f_139178
b_898,f_552401
b_1471,f_31146
b_113,f_72082
b_1396,f_341455
b_1093,f_163872
b_201,f_61252
b_1145,f_87661
b_1439,f_293449
b_1205,f_607204
b_542,f_545213
b_315,f_635885
b_195,f_166587
b_798,f_485235
b_1433,f_132035
b_1408,f_266604
b_424,f_593991
b_1257,f_75630
b_130,f_416292
b_556,f_436578
b_244,f_355465
b_638,f_21532
b_180,f_356933
b_880,f_424267
b_897,f_351832
b_1265,f_386212
b_1509,f_433978
b_1278,f_60437
b_875,f_190774
b_1138,f_257104
b_524,f_483047
b_1247,f_469052
b_723,f_496948
b_1372,f_179175
b_1445,f_92587
b_376,f_522927
b_1517,f_281531
b_749,f_143531
b_1288,f_358014
b_1240,f_398702
b_982,f_456699
b_342,f_57677
b_535,f_254941
b_45,f_641365
b_258,f_167923
b_613,f_106748
b_696,f_386534
b_53,f_126156
b_1102,f_158096
b_1011,f_384018
b_704,f_345343
b_374,f_126328
b_1477,f_237216
b_1039,f_635838
b_619,f_356137
b_1052,f_33952
b_583,f_436820
b_25,f_614266
b_421,f_261765
b_81,f_312134
b_861,f_235445
b_1100,f_595501
b_21,f_339463
b_1282,f_223141
b_610,f_333721
b_685,f_396597
b_359,f_597127
b_681,f_161734
b_401,f_636065
b_617,f_310671
b_1000,f_365045
b_1148,f_94445
b_486,f_628528
b_1258,f_512549
b_684,f_521471
b_1514,f_596802
b_668,f_266202
b_907,f_188083
b_1358,f_494924
b_1406,f_196355
b_1273,f_229719
b_1169,f_398317
b_1310,f_485072
b_1536,f_556302
b_1316,f_371112
b_1211,f_1103
b_525,f_21706
b_1458,f_523938
b_607,f_258192
b_932,f_310630
b_471,f_230450
b_608,f_23773
b_1136,f_245662
b_901,f_76230
b_347,f_582085
b_1329,f_67620
b_1038,f_326152
b_798,f_438574
b_1218,f_503411
b_1525,f_39406
b_579,f_387212
b_101,f_319549
b_77,f_148650
b_18,f_409167
b_240,f_42883
b_507,f_238996
b_105,f_215184
b_354,f_273854
b_197,f_327836
b_980,f_31409
b_1473,f_147467
b_1375,f_568463
b_1464,f_8717
b_1187,f_489192
b_445,f_309745
b_1400,f_55188
b_854,f_40508
b_344,f_374938
b_700,f_608706
b_1095,f_516910
b_960,f_17556
b_1505,f_295411
b_959,f_9983
b_686,f_284862
b_122,f_288117
b_109,f_11171
b_65,f_258918
b_451,f_28238
b_586,f_172890
b_113,f_494063
b_794,f_8760
b_492,f_126100
b_212,f_40214
b_1516,f_310644
b_1197,f_369978
b_1393,f_127328
b_1084,f_302858
b_1142,f_54087
b_175,f_112884
b_559,f_557981
b_1481,f_448531
b_179,f_605728
b_352,f_102071
b_1424,f_529790
b_522,f_2395
b_30,f_188129
b_1419,f_550413
b_863,f_561514
b_128,f_315833
b_335,f_74628
b_1283,f_423456
b_758,f_505933
b_690,f_224709
b_288,f_567501
b_1361,f_401144
b_633,f_358718
b_465,f_290432
b_1152,f_135359
b_407,f_619046
b_830,f_450827
b_16,f_89207
b_413,f_182077
b_932,f_459884
b_1297,f_47950
b_460,f_48665
b_569,f_555437
b_466,f_166967
b_761,f_364490
b_1383,f_528895
b_430,f_75152
b_1480,f_446954
b_1366,f_238331
b_607,f_246494
b_138,f_474284
b_405,f_570676
b_1073,f_369067
b_578,f_273189
b_15,f_487036
b_1516,f_113518
b_296,f_166329
b_297,f_256420
b_1280,f_195158
b_1011,f_578761
b_638,f_265855
b_1500,f_58403
b_265,f_547136
b_143,f_447404
b_1465,f_585103
b_842,f_214034
b_1527,f_378490
b_789,f_371212
b_1216,f_532336
b_1365,f_349853
b_518,f_623394
b_987,f_322945
b_378,f_382380
b_597,f_484163
b_1025,f_216576
b_1176,f_93737
b_10,f_118161
b_344,f_633309
b_1240,f_414680
b_586,f_87970
b_673,f_279410
b_166,f_7069
b_516,f_342957
b_1486,f_499356
b_544,f_381021
b_1527,f_525664
b_372,f_255136
b_880,f_358297
b_918,f_618142
b_1520,f_167633
b_1100,f_508552
b_1000,f_314076
b_649,f_537714
b_1044,f_239596
b_614,f_310810
b_964,f_534014
b_528,f_6955
b_921,f_307801
b_256,f_213265
b_831,f_563616
b_279,f_589509
b_43,f_19175
b_944,f_87363
b_1413,f_347833
b_1107,f_61538
b_1486,f_2577
b_514,f_312744
b_125,f_194814
b_1382,f_383134
b_150,f_8379
b_1171,f_311832
b_285,f_218536
b_373,f_51269
b_654,f_44743
b_79,f_271647
b_1423,f_60246
b_523,f_509517
b_492,f_303716
b_1390,f_482149
b_771,f_21132
b_1041,f_149159
b_177,f_634711
b_124,f_10186
b_512,f_48655
b_1339,f_351597
b_18,f_626622
b_1165,f_183816
b_816,f_516095
b_584,f_555545
b_1279,f_574740
b_238,f_423366
b_1106,f_168476
b_1311,f_108301
b_741,f_100266
b_851,f_270743
b_1150,f_247855
b_1118,f_542074
b_1171,f_68303
b_384,f_390422
b_1150,f_117879
b_829,f_528206
b_1437,f_296413
b_770,f_535520
b_202,f_3721
b_654,f_401703
b_152,f_549991
b_1317,f_603352
b_223,f_100214
b_1549,f_155294
b_1220,f_516590
b_799,f_1141
b_1440,f_29558
b_999,f_286096
b_508,f_26688
b_1299,f_215819
b_582,f_526609
b_617,f_50981
b_1241,f_304467
b_1375,f_304491
b_968,f_485426
b_475,f_330782
b_1245,f_192969
b_581,f_45599
b_372,f_327915
b_869,f_25547
b_349,f_82011
b_1334,f_3940
b_1526,f_85976
b_497,f_464744
b_318,f_16609
b_930,f_449674
b_341,f_111889
b_1331,f_32062
b_873,f_313286
b_1516,f_287121
b_872,f_184702
b_750,f_406751
b_1253,f_348762
b_825,f_304143
b_186,f_523114
b_46,f_3450
b_894,f_410053
b_669,f_2755
b_103,f_36151
b_1016,f_94199
b_807,f_132709
b_1160,f_324252
b_1237,f_477138
b_557,f_268867
b_10,f_348282
b_823,f_178560
b_12,f_364841
b_126,f_453429
b_1017,f_547143
b_1295,f_445664
b_991,f_82332
b_1472,f_303254
b_1228,f_469102
b_89,f_263922
b_1347,f_419338
b_1444,f_304580
b_310,f_166236
b_367,f_577271
b_918,f_121349
b_615,f_83815
b_497,f_203492
b_803,f_246456
b_1416,f_372652
b_563,f_28172
b_831,f_1813
b_7,f_392388
b_1317,f_466310
b_1270,f_42445
b_1234,f_327707
b_24,f_281210
b_37,f_212058
b_1371,f_81278
b_1284,f_482747
b_1428,f_503543
b_1166,f_10913
b_1105,f_184472
b_719,f_206879
b_446,f_499236
b_1422,f_90628
b_147,f_171730
b_514,f_487945
b_1482,f_5
b_1274,f_415690
b_517,f_396689
b_664,f_174459
b_1137,f_575632
b_1065,f_541071
b_727,f_428288
b_120,f_82500
b_725,f_295014
b_303,f_624697
b_1118,f_385254
b_1062,f_33218
b_1547,f_507396
b_1346,f_230853
b_459,f_428870
b_520,f_417461
b_80,f_408049
b_984,f_124314
b_1455,f_457356
b_1447,f_363542
b_594,f_627485
b_1357,f_340153
b_589,f_218245
b_392,f_642778
b_1178,f_244365
b_1397,f_584533
b_1152,f_60323
b_373,f_595645
b_875,f_460509
b_241,f_254152
b_1499,f_6456
b_1055,f_542649
b_1364,f_189859
b_1466,f_461621
b_10,f_366752
b_138,f_400802
b_909,f_574497
b_1167,f_55909
b_961,f_213270
b_592,f_566818
b_764,f_307540
b_451,f_399372
b_1497,f_485440
b_23,f_317036
b_1067,f_505917
b_1177,f_1611
b_690,f_333260
b_405,f_20523
b_1446,f_137930
b_842,f_378540
b_1500,f_177681
b_1402,f_544107
b_706,f_491610
b_214,f_342094
b_859,f_170995
b_662,f_298729
b_1159,f_338382
b_621,f_478537
b_313,f_386597
b_1383,f_444510
b_1195,f_254131
b_1141,f_128941
b_403,f_457954
b_1310,f_313593
b_894,f_308265
b_1364,f_129493
b_587,f_395545
b_1106,f_248847
b_1146,f_579502
b_1536,f_639484
b_38,f_265400
b_426,f_374785
b_1434,f_432249
b_188,f_445011
b_857,f_247138
b_1402,f_299581
b_319,f_400476
b_989,f_248129
b_793,f_159499
b_1546,f_605295
b_970,f_160503
b_90,f_575289
b_162,f_309587
b_1310,f_526470
b_24,f_395551
b_948,f_302944
b_301,f_594662
b_52,f_21654
b_294,f_247716
b_133,f_272278
b_870,f_168266
b_1178,f_332938
b_657,f_614149
b_1235,f_156048
b_647,f_309471
b_78,f_207166
b_107,f_469675
b_281,f_569099
b_437,f_126996
b_196,f_250610
b_680,f_228529
b_1293,f_352409
b_862,f_599725
b_86,f_237505
b_253,f_566377
b_950,f_67684
b_254,f_283130
b_1395,f_4223
b_879,f_21902
b_1264,f_435535
b_529,f_277183
b_1474,f_155531
b_323,f_415091
b_381,f_434158
b_1473,f_128474
b_1541,f_148590
b_1482,f_517783
b_226,f_343917
b_639,f_300427
b_1309,f_300642
b_227,f_465117
b_6,f_244688
b_783,f_23379
b_1318,f_596901
b_1150,f_575876
b_1521,f_360382
b_154,f_268578
b_1346,f_147558
b_907,f_551348
b_333,f_481653
b_1318,f_83812
b_999,f_491652
b_1454,f_263389
b_410,f_621109
b_1253,f_342402
b_381,f_466532
b_2,f_284042
b_708,f_300904
b_557,f_16458
b_11,f_161656
b_906,f_68631
b_652,f_14294
b_652,f_66630
b_268,f_101230
b_1391,f_571062
b_121,f_438910
b_901,f_312019
b_856,f_579136
b_1269,f_343094
b_428,f_574890
b_40,f_552649
b_734,f_521521
b_1008,f_224178
b_705,f_469448
b_850,f_368153
b_161,f_574703
b_1486,f_151815
b_685,f_43562
b_549,f_441985
b_1176,f_284949
b_1347,f_114063
b_173,f_479933
b_330,f_105184
b_227,f_333282
b_1358,f_580097
b_758,f_567244
b_1443,f_147167
b_1273,f_68712
b_279,f_123461
b_8,f_36994
b_1506,f_497572
b_27,f_230416
b_360,f_418865
b_806,f_345642
b_136,f_35766
b_1332,f_179023
b_415,f_338147
b_621,f_319046
b_1487,f_227255
b_1546,f_20289
b_143,f_132822
b_1248,f_192772
b_140,f_93201
b_336,f_599407
b_588,f_521727
b_1228,f_397876
b_172,f_157634
b_1181,f_158461
b_893,f_436174
b_1153,f_294031
b_392,f_129490
b_383,f_286556
b_1119,f_83911
b_1323,f_419569
b_402,f_478984
b_1143,f_424456
b_1308,f_594476
b_51,f_271065
b_998,f_471593
b_770,f_100239
b_18,f_95800
b_945,f_150279
b_1241,f_237231
b_281,f_4854
b_1104,f_621110
b_1205,f_603790
b_452,f_153207
b_500,f_275298
b_632,f_540594
b_1338,f_27135
b_823,f_305779
b_1187,f_241162
b_139,f_540740
b_942,f_209411
b_115,f_105735
b_1033,f_348404
b_1384,f_230371
b_275,f_359993
b_7,f_452661
b_144,f_334261
b_1386,f_112984
b_570,f_639657
b_1017,f_116887
b_72,f_464964
b_1127,f_508928
b_1271,f_263383
b_1475,f_116138
b_598,f_572418
b_558,f_433611
b_982,f_540255
b_326,f_567055
b_832,f_80440
b_1149,f_489865
b_1516,f_639780
b_397,f_584228
b_888,f_543077
b_1202,f_524864
b_762,f_14600
b_1383,f_359666
b_192,f_483423
b_276,f_349620
b_465,f_445199
b_621,f_449696
b_912,f_12578
b_1375,f_72905
b_197,f_124458
b_898,f_389803
b_81,f_275094
b_828,f_442466
b_423,f_632487
b_1508,f_126314
b_607,f_521982
b_917,f_621217
b_313,f_517815
b_255,f_386823
b_1056,f_404453
b_148,f_192983
b_1528,f_420037
b_1500,f_97879
b_1160,f_398723
b_1091,f_272193
b_1212,f_75595
b_1167,f_177259
b_833,f_546524
b_1411,f_31448
b_1211,f_3944
b_503,f_102005
b_1532,f_489880
b_708,f_496107
b_377,f_218771
b_1208,f_56687
b_1096,f_195038
b_484,f_107942
b_493,f_90030
b_1433,f_601332
b_669,f_611144
b_968,f_618728
b_910,f_68772
b_1101,f_129905
b_1272,f_113748
b_1176,f_411348
b_283,f_577039
b_228,f_236041
b_1541,f_578902
b_842,f_206937
b_1123,f_5145
b_484,f_195928
b_1397,f_370522
b_1295,f_141506
b_60,f_552008
b_878,f_569968
b_819,f_260686
b_568,f_152160
b_72,f_477472
b_719,f_265281
b_1543,f_184507
b_803,f_399412
b_937,f_41542
b_53,f_130162
b_568,f_503829
b_667,f_489966
b_1178,f_188553
b_977,f_202917
b_18,f_59487
b_944,f_549552
b_691,f_87013
b_1286,f_14254
b_795,f_340109
b_418,f_597789
b_1018,f_449492
b_1104,f_326955
b_15,f_163797
b_534,f_510559
b_1071,f_508395
b_761,f_304104
b_688,f_420138
b_818,f_293747
b_219,f_255056
b_904,f_134285
b_48,f_270821
b_560,f_247215
b_969,f_499915
b_232,f_399350
b_406,f_315765
b_1043,f_139678
b_348,f_19781
b_873,f_428018
b_1154,f_149087
b_614,f_15023
b_148,f_275588
b_695,f_592538
b_454,f_114959
b_1325,f_616462
b_106,f_57243
b_339,f_586785
b_1387,f_212793
b_613,f_91635
b_260,f_170586
b_1529,f_5169
b_167,f_116023
b_1502,f_374853
b_476,f_223199
b_911,f_524457
b_1172,f_445885
b_1286,f_405726
b_383,f_108954
b_265,f_518477
b_1145,f_209384
b_942,f_546846
b_1151,f_99888
b_783,f_579431
b_67,f_344960
b_1450,f_1800
b_1173,f_106485
b_958,f_108570
b_885,f_408948
b_4,f_364098
b_251,f_349376
b_1058,f_350584
b_1262,f_278978
b_671,f_147598
b_305,f_507955
b_700,f_181298
b_259,f_426060
b_580,f_577482
b_93,f_609496
b_936,f_327843
b_65,f_549959
b_1425,f_443076
b_314,f_195298
b_1121,f_591414
b_348,f_145127
b_959,f_240635
b_204,f_193553
b_1158,f_105447
b_185,f_201381
b_227,f_568719
b_1082,f_539608
b_490,f_411676
b_193,f_170464
b_1552,f_613895
b_588,f_558460
b_982,f_388115
b_736,f_116336
b_1468,f_605790
b_843,f_408808
b_767,f_238202
b_250,f_396822
b_549,f_238429
b_1463,f_269770
b_1421,f_129998
b_272,f_427690
b_1462,f_259044
b_1210,f_595381
b_1004,f_552470
b_668,f_503631
b_1276,f_249670
b_749,f_352376
b_430,f_133649
b_1414,f_129786
b_313,f_264025
b_298,f_55405
b_719,f_299106
b_349,f_525038
b_1438,f_497663
b_221,f_115465
b_1006,f_567936
b_1187,f_605969
b_111,f_467560
b_1271,f_72501
b_184,f_412738
b_781,f_270061
b_937,f_268729
b_1236,f_461505
b_80,f_228913
b_1045,f_305471
b_335,f_594276
b_375,f_488171
b_747,f_337288
b_1269,f_185808
b_595,f_541957
b_836,f_230382
b_133,f_147093
b_904,f_234566
b_212,f_165627
b_1158,f_534343
b_1405,f_200739
b_941,f_634996
b_1454,f_36582
b_31,f_413968
b_1327,f_612298
b_1394,f_374810
b_301,f_172195
b_519,f_186705
b_1263,f_589353
b_680,f_44036
b_120,f_205511
b_503,f_577184
b_1114,f_149474
b_223,f_453194
b_26,f_112595
b_1036,f_174279
b_1430,f_162907
b_1293,f_501883
b_220,f_105733
b_144,f_99862
b_595,f_139518
b_319,f_371637
b_1370,f_322855
b_96,f_150502
b_243,f_446140
b_365,f_354758
b_628,f_181220
b_703,f_15069
b_990,f_641436
b_682,f_62197
b_931,f_22556
b_194,f_62094
b_1241,f_403391
b_41,f_66030
b_546,f_156375
b_405,f_3144
b_960,f_544355
b_956,f_542495
b_1039,f_416438
b_1176,f_553364
b_637,f_176684
b_1522,f_621872
b_626,f_48555
b_100,f_598176
b_651,f_254885
b_1408,f_204887
b_523,f_230413
b_1243,f_565830
b_293,f_127543
b_938,f_42973
b_1125,f_56793
b_456,f_302273
b_1098,f_78879
b_931,f_157791
b_681,f_384655
b_501,f_52840
b_1155,f_138109
b_1244,f_102872
b_491,f_573634
b_1473,f_299095
b_981,f_1906
b_229,f_359573
b_419,f_589831
b_752,f_421357
b_1448,f_484931
b_901,f_398199
b_509,f_59317
b_1073,f_31354
b_310,f_566168
b_416,f_546522
b_160,f_329510
b_1,f_265140
b_529,f_395234
b_1070,f_320927
b_419,f_386953
b_934,f_527023
b_120,f_88004
b_1365,f_476634
b_1229,f_280625
b_631,f_59294
b_72,f_413377
b_124,f_545431
b_1305,f_472251
b_437,f_101795
b_1310,f_102422
b_166,f_354329
b_1155,f_471648
b_998,f_342613
b_1137,f_105429
b_765,f_560242
b_1540,f_298061
b_136,f_478974
b_648,f_366502
b_1558,f_521614
b_654,f_41150
b_436,f_478585
b_201,f_339595
b_538,f_306598
b_1551,f_613165
b_752,f_520957
b_471,f_343502
b_756,f_266442
b_591,f_514946
b_447,f_62411
b_805,f_180553
b_463,f_132731
b_42,f_308351
b_1319,f_564963
b_1192,f_550608
b_1145,f_39242
b_531,f_419769
b_111,f_435869
b_1107,f_521600
b_939,f_397497
b_1450,f_444969
b_705,f_370543
b_316,f_68700
b_424,f_639843
b_132,f_311059
b_1065,f_619286
b_1558,f_370167
b_79,f_304424
b_1203,f_177361
b_1042,f_567881
b_532,f_278129
b_691,f_388508
b_1199,f_155264
b_1331,f_523925
b_1557,f_387789
b_1126,f_524054
b_1177,f_11874
b_789,f_570456
b_890,f_554545
b_752,f_385872
b_1484,f_129686
b_1375,f_359257
b_370,f_103505
b_1555,f_175319
b_376,f_585293
b_1183,f_587232
b_1414,f_381270
b_415,f_282596
b_1,f_65695
b_832,f_213345
b_1190,f_308810
b_136,f_392029
b_405,f_575351
b_892,f_396387
b_1208,f_44207
b_1259,f_542521
b_347,f_588139
b_981,f_445428
b_1115,f_513748
b_1199,f_480620
b_497,f_214990
b_43,f_618347
b_708,f_229211
b_1120,f_217561
b_1062,f_343947
b_167,f_66465
b_1190,f_424044
b_942,f_271853
b_1265,f_268688
b_88,f_491399
b_330,f_191862
b_823,f_407759
b_100,f_413424
b_440,f_486515
b_1396,f_169942
b_1295,f_190133
b_687,f_10293
b_54,f_544887
b_914,f_426584
b_389,f_201717
b_449,f_206817
b_1074,f_41416
b_610,f_98089
b_1214,f_199391
b_1104,f_578967
b_911,f_346841
b_971,f_542291
b_801,f_159673
b_974,f_298829
b_876,f_144033
b_916,f_611766
b_685,f_61663
b_1304,f_113065
b_521,f_310799
b_261,f_115346
b_1202,f_75986
b_799,f_375703
b_1539,f_583679
b_746,f_402371
b_1399,f_413647
b_516,f_236861
b_303,f_11389
b_898,f_400981
b_155,f_117631
b_1473,f_384588
b_1108,f_65355
b_1371,f_179546
b_983,f_439861
b_623,f_633591
b_1403,f_482959
b_1413,f_291517
b_631,f_602980
b_1258,f_303010
b_1239,f_356614
b_1259,f_152013
b_224,f_347824
b_853,f_564580
b_1053,f_550039
b_1204,f_86670
b_893,f_617450
b_1530,f_319578
b_640,f_275533
b_1410,f_370550
b_757,f_493928
b_1297,f_102098
b_606,f_462129
b_737,f_370751
b_257,f_343179
b_99,f_531341
b_347,f_538143
b_533,f_239604
b_596,f_614618
b_1556,f_267249
b_719,f_619914
b_711,f_588963
b_597,f_329261
b_1219,f_486875
b_1285,f_451800
b_1022,f_163381
b_964,f_21268
b_720,f_139500
b_1001,f_572755
b_636,f_294204
b_763,f_281046
b_1106,f_527987
b_506,f_463885
b_209,f_190553
b_969,f_17677
b_1443,f_317112
b_404,f_2737
b_1279,f_369328
b_1128,f_487824
b_1497,f_144182
b_596,f_368612
b_1089,f_65388
b_802,f_154833
b_613,f_281122
b_446,f_538615
b_1513,f_133193
b_1081,f_232324
b_1223,f_309632
b_554,f_104545
b_129,f_554324
b_1499,f_207792
b_452,f_592263
b_468,f_224058
b_122,f_227769
b_1234,f_432626
b_1391,f_464078
b_1108,f_447476
b_872,f_7373
b_836,f_138020
b_87,f_250144
b_141,f_386475
b_221,f_25838
b_784,f_62313
b_926,f_192220
b_213,f_552570
b_706,f_557447
b_1127,f_87090
b_1164,f_458839
b_571,f_262610
