b_474,f_327417
b_742,f_461666
b_1223,f_208612
b_1106,f_322036
b_459,f_351870
b_1446,f_120884
b_782,f_296466
b_1002,f_20330
b_616,f_95613
b_1155,f_296826
b_1141,f_344931
b_63,f_185938
b_1059,f_578626
b_972,f_129769
b_559,f_57335
b_1099,f_380003
b_679,f_89124
b_105,f_184534
b_1253,f_255780
b_1044,f_641338
b_1455,f_386808
b_28,f_309357
b_872,f_5138
b_43,f_637698
b_189,f_189212
b_206,f_581356
b_260,f_368467
b_1352,f_237545
b_816,f_324095
b_199,f_176792
b_517,f_133788
b_858,f_239358
b_749,f_591891
b_85,f_401568
b_1171,f_454258
b_270,f_179834
b_1290,f_419093
b_1438,f_83540
b_739,f_18251
b_456,f_90961
b_1110,f_163338
b_286,f_561371
b_1,f_515826
b_379,f_314091
b_1240,f_370028
b_1165,f_551763
b_850,f_254534
b_328,f_563150
b_570,f_255787
b_1321,f_628867
b_1252,f_224677
b_63,f_641668
b_900,f_141905
b_602,f_207683
b_1196,f_151862
b_1034,f_536529
b_1076,f_433613
b_1025,f_147145
b_973,f_251078
b_984,f_13993
b_1032,f_299065
b_363,f_628181
b_1517,f_187852
b_1406,f_203332
b_1234,f_332905
b_77,f_527634
b_831,f_517753
b_862,f_130199
b_1184,f_480147
b_127,f_446489
b_1210,f_423180
b_113,f_172399
b_894,f_241821
b_1280,f_506233
b_1553,f_257018
b_91,f_189311
b_120,f_516289
b_1051,f_410178
b_564,f_447125
b_1544,f_378664
b_919,f_304119
b_976,f_157587
b_113,f_23738
b_950,f_411257
b_554,f_255478
b_333,f_404281
b_1547,f_30887
b_904,f_391307
b_655,f_118818
b_503,f_463106
b_663,f_126205
b_868,f_102756
b_1555,f_318241
b_378,f_184464
b_1297,f_473822
b_643,f_110374
b_778,f_324713
b_450,f_130753
b_196,f_597972
b_1096,f_593632
b_205,f_55323
b_420,f_254874
b_1261,f_119213
b_335,f_450884
b_796,f_644268
b_1372,f_554872
b_431,f_639105
b_468,f_464831
b_39,f_535834
b_1341,f_91220
b_276,f_572118
b_558,f_48965
b_1293,f_621405
b_794,f_25787
b_553,f_110607
b_1443,f_545675
b_304,f_598604
b_1312,f_104291
b_919,f_550994
b_1211,f_206351
b_939,f_12162
b_1239,f_328412
b_487,f_101149
b_368,f_555548
b_1260,f_454156
b_793,f_462731
b_439,f_338159
b_1512,f_344675
b_1072,f_35942
b_1219,f_35914
b_58,f_46452
b_441,f_181931
b_1229,f_431564
b_488,f_67894
b_181,f_335320
b_1528,f_326411
b_689,f_617422
b_1380,f_401326
b_769,f_262579
b_978,f_549973
b_303,f_9347
b_1338,f_327393
b_516,f_209167
b_1128,f_164796
b_874,f_523382
b_1328,f_6844
b_1245,f_249287
b_588,f_454027
b_346,f_180691
b_589,f_472872
b_539,f_586122
b_1440,f_579409
b_1467,f_134642
b_1490,f_55767
b_1377,f_226260
b_668,f_307433
b_1126,f_571046
b_287,f_583978
b_1241,f_237878
b_11,f_185177
b_914,f_558765
b_500,f_361915
b_254,f_603114
b_300,f_180641
b_1290,f_586582
b_1099,f_262331
b_124,f_635475
b_274,f_168546
b_863,f_629035
b_84,f_629609
b_1168,f_323844
b_800,f_330305
b_1377,f_325167
b_503,f_304743
b_341,f_30236
b_780,f_395209
b_642,f_327978
b_1073,f_392779
b_317,f_57352
b_355,f_435879
b_475,f_522318
b_1047,f_388028
b_1114,f_46675
b_391,f_248971
b_289,f_256347
b_529,f_12036
b_586,f_163140
b_1296,f_337487
b_110,f_459278
b_302,f_282400
b_751,f_85633
b_1198,f_309114
b_241,f_616816
b_353,f_493608
b_1466,f_607757
b_870,f_84148
b_900,f_69152
b_1205,f_25188
b_79,f_3849
b_160,f_517119
b_247,f_547561
b_312,f_328444
b_1284,f_202301
b_64,f_398191
b_1396,f_526899
b_1264,f_312083
b_371,f_57532
b_1112,f_19784
b_166,f_122364
b_243,f_330308
b_584,f_370771
b_56,f_448100
b_726,f_526730
b_1446,f_259597
b_568,f_267631
b_858,f_125525
b_352,f_449133
b_1337,f_66385
b_1429,f_497306
b_152,f_344743
b_1028,f_618075
b_453,f_39891
b_1435,f_367831
b_1407,f_615815
b_1447,f_105581
b_1196,f_300486
b_327,f_396591
b_1509,f_515082
b_1506,f_594504
b_1242,f_633562
b_1433,f_363651
b_1215,f_423769
b_1502,f_341306
b_55,f_555254
b_1019,f_445560
b_464,f_313163
b_180,f_73920
b_1485,f_618716
b_1016,f_167343
b_754,f_578451
b_1480,f_439424
b_785,f_550688
b_1122,f_420119
b_779,f_513656
b_663,f_15416
b_633,f_120380
b_1334,f_365563
b_1209,f_530602
b_1174,f_26784
b_443,f_311312
b_185,f_395404
b_1037,f_392272
b_639,f_584781
b_796,f_150482
b_107,f_297886
b_494,f_337757
b_1407,f_188977
b_692,f_324065
b_1274,f_519917
b_856,f_351709
b_708,f_374477
b_1310,f_423992
b_1487,f_235679
b_1425,f_437453
b_649,f_254960
b_1214,f_267672
b_1094,f_464433
b_1111,f_442999
b_454,f_268872
b_1424,f_429423
b_525,f_470595
b_1034,f_314783
b_24,f_41001
b_1426,f_192867
b_1486,f_442946
b_639,f_346902
b_1012,f_372379
b_941,f_452332
b_487,f_163988
b_1531,f_475876
b_1027,f_500949
b_1137,f_240793
b_710,f_140989
b_124,f_548276
b_1272,f_97140
b_905,f_453019
b_364,f_627327
b_1328,f_618468
b_527,f_559910
b_329,f_144809
b_1190,f_564015
b_161,f_179523
b_1234,f_209155
b_1006,f_40028
b_329,f_200076
b_1421,f_277016
b_1171,f_50255
b_21,f_609043
b_639,f_122140
b_513,f_46576
b_640,f_512591
b_328,f_22472
b_443,f_406549
b_749,f_516386
b_945,f_531395
b_516,f_513205
b_1278,f_28351
b_1023,f_420997
b_1444,f_224649
b_1546,f_476792
b_9,f_66774
b_854,f_162671
b_180,f_486398
b_1210,f_114809
b_12,f_125365
b_1273,f_506273
b_528,f_542987
b_454,f_24516
b_1361,f_636102
b_1228,f_335506
b_1174,f_130359
b_1138,f_583230
b_1398,f_61353
b_1494,f_411840
b_1420,f_18726
b_900,f_37157
b_433,f_196104
b_454,f_541436
b_221,f_373421
b_1116,f_84544
b_155,f_414894
b_629,f_169264
b_175,f_397924
b_171,f_167134
b_417,f_131342
b_1215,f_235879
b_419,f_418885
b_390,f_427141
b_297,f_289065
b_112,f_283398
b_430,f_89451
b_775,f_435126
b_1045,f_123330
b_237,f_450462
b_761,f_400290
b_1423,f_305215
b_218,f_140753
b_720,f_125088
b_1176,f_605459
b_1430,f_56252
b_1083,f_390385
b_1186,f_562860
b_1031,f_391682
b_1533,f_539483
b_999,f_540438
b_1011,f_163933
b_1178,f_617753
b_1312,f_361134
b_1544,f_382658
b_1272,f_305923
b_1000,f_638310
b_1080,f_322513
b_1332,f_562897
b_1459,f_126937
b_57,f_571048
b_1059,f_291304
b_547,f_347886
b_425,f_406089
b_841,f_320819
b_105,f_16422
b_616,f_105784
b_73,f_47024
b_339,f_151473
b_423,f_44645
b_239,f_340459
b_1254,f_24457
b_1108,f_613380
b_1512,f_438216
b_567,f_39069
b_232,f_349028
b_345,f_445888
b_731,f_594031
b_836,f_334366
b_891,f_153656
b_941,f_507385
b_887,f_97547
b_131,f_140856
b_1352,f_494395
b_689,f_216309
b_838,f_54766
b_771,f_221458
b_949,f_397997
b_215,f_191473
b_828,f_277030
b_1147,f_381386
b_1044,f_237565
b_784,f_172272
b_837,f_489520
b_127,f_361921
b_559,f_148470
b_117,f_311119
b_638,f_95373
b_1515,f_388798
b_273,f_599005
b_971,f_524452
b_292,f_452988
b_990,f_328375
b_244,f_375375
b_605,f_57864
b_374,f_481960
b_1271,f_119227
b_1116,f_569882
b_486,f_446687
b_894,f_379354
b_1509,f_555727
b_639,f_545110
b_775,f_210889
b_1282,f_421838
b_298,f_445186
b_282,f_380353
b_207,f_212839
b_497,f_509283
b_274,f_149552
b_834,f_175597
b_638,f_405859
b_1404,f_589776
b_688,f_441873
b_431,f_202066
b_432,f_608645
b_905,f_234735
b_1235,f_336292
b_1532,f_37345
b_1088,f_170082
b_849,f_497646
b_736,f_28429
b_770,f_469696
b_585,f_559018
b_894,f_593317
b_190,f_618195
b_882,f_590558
b_617,f_298989
b_141,f_71599
b_1468,f_51182
b_110,f_17052
b_113,f_189776
b_926,f_628050
b_660,f_259681
b_1276,f_274529
b_1215,f_37792
b_550,f_296900
b_233,f_586928
b_1213,f_155028
b_1305,f_384708
b_1309,f_607919
b_1419,f_216626
b_915,f_275045
b_132,f_296255
b_602,f_255926
b_1247,f_314813
b_122,f_106394
b_1379,f_93020
b_11,f_306467
b_1181,f_570205
b_1120,f_191659
b_640,f_22397
b_323,f_5199
b_1004,f_180115
b_148,f_133834
b_1363,f_327851
b_253,f_219062
b_327,f_165669
b_863,f_344042
b_364,f_70505
b_19,f_139251
b_358,f_111955
b_1074,f_449994
b_360,f_481849
b_301,f_398029
b_1127,f_276396
b_291,f_435650
b_411,f_545660
b_843,f_309793
b_1236,f_548995
b_1238,f_233983
b_623,f_636835
b_1105,f_116605
b_351,f_293646
b_1495,f_407590
b_98,f_55398
b_1467,f_491187
b_140,f_569157
b_378,f_78377
b_719,f_2276
b_985,f_213471
b_652,f_102819
b_1436,f_492534
b_918,f_283386
b_290,f_64057
b_1434,f_11094
b_855,f_541429
b_118,f_379076
b_345,f_560112
b_1495,f_430321
b_649,f_112313
b_1106,f_444881
b_1011,f_255803
b_231,f_73112
b_1215,f_327292
b_30,f_233344
b_59,f_427076
b_221,f_375368
b_549,f_13228
b_1529,f_42862
b_944,f_403188
b_165,f_537046
b_32,f_302949
b_736,f_352679
b_1431,f_304121
b_1487,f_585608
b_1358,f_332065
b_944,f_521998
b_1369,f_178123
b_280,f_498379
b_1220,f_242798
b_610,f_228931
b_1542,f_537825
b_1179,f_75358
b_338,f_188673
b_1370,f_216357
b_1154,f_246688
b_1545,f_70599
b_1096,f_453367
b_352,f_377987
b_1387,f_39036
b_1131,f_495814
b_1233,f_318718
b_471,f_44989
b_332,f_209159
b_328,f_463069
b_1130,f_513365
b_660,f_139935
b_1279,f_43121
b_127,f_500015
b_393,f_191793
b_1516,f_619818
b_851,f_25254
b_389,f_380659
b_248,f_133554
b_586,f_240869
b_906,f_184891
b_900,f_221877
b_224,f_66755
b_1548,f_148350
b_847,f_198173
b_1456,f_69767
b_211,f_385511
b_1356,f_131152
b_580,f_206468
b_840,f_476897
b_666,f_488210
b_1325,f_410032
b_553,f_396740
b_298,f_531010
b_1028,f_79594
b_812,f_579093
b_1338,f_371055
b_351,f_73410
b_187,f_117027
b_333,f_564515
b_1113,f_332937
b_268,f_58434
b_1521,f_376192
b_1201,f_169623
b_791,f_612572
b_1340,f_156182
b_1069,f_599382
b_115,f_330519
b_1541,f_450814
b_379,f_588823
b_1039,f_370757
b_182,f_589326
b_910,f_404256
b_286,f_10020
b_1270,f_421385
b_524,f_62071
b_555,f_74863
b_100,f_329762
b_796,f_286689
b_612,f_237276
b_1297,f_472321
b_1553,f_591197
b_857,f_179997
b_696,f_29176
b_1146,f_536411
b_34,f_17474
b_1403,f_516094
b_193,f_420734
b_239,f_404400
b_258,f_72099
b_219,f_479300
b_662,f_478117
b_554,f_383046
b_74,f_275101
b_961,f_402291
b_1453,f_406901
b_1097,f_459357
b_1027,f_306876
b_1268,f_114009
b_1424,f_411460
b_151,f_198284
b_1430,f_579641
b_479,f_499873
b_1198,f_72198
b_1132,f_303465
b_814,f_565981
b_1121,f_140875
b_67,f_147629
b_685,f_141571
b_97,f_244892
b_146,f_489314
b_42,f_522787
b_1109,f_189248
b_1548,f_279507
b_155,f_490875
b_91,f_477775
b_643,f_54381
b_1457,f_307887
b_992,f_119007
b_181,f_413218
b_271,f_248021
b_1011,f_138355
b_474,f_170467
b_975,f_280152
b_867,f_420823
b_1093,f_491546
b_1405,f_213834
b_741,f_174766
b_914,f_453107
b_1096,f_57165
b_1544,f_69731
b_1288,f_75029
b_1097,f_89614
b_841,f_100775
b_678,f_229454
b_1061,f_389261
b_952,f_642166
b_924,f_416931
b_1497,f_531783
b_136,f_229139
b_145,f_128381
b_1520,f_262958
b_501,f_444194
b_925,f_391144
b_1178,f_493796
b_80,f_431118
b_1099,f_82655
b_1140,f_241747
b_526,f_290114
b_1422,f_120561
b_1021,f_613376
b_1519,f_533095
b_591,f_227691
b_770,f_358287
b_593,f_47548
b_437,f_421552
b_1469,f_330655
b_646,f_380572
b_1240,f_237685
b_909,f_378660
b_65,f_165906
b_880,f_541647
b_80,f_508005
b_434,f_8880
b_1270,f_430563
b_646,f_119869
b_1193,f_242167
b_956,f_37114
b_1414,f_359216
b_1029,f_420016
b_833,f_12241
b_1340,f_308965
b_606,f_224284
b_1517,f_512346
b_1218,f_166526
b_344,f_608922
b_1542,f_2536
b_101,f_67461
b_1146,f_301801
b_833,f_444918
b_215,f_102932
b_507,f_383536
b_1398,f_170700
b_537,f_408051
b_1216,f_472395
b_1305,f_173472
b_108,f_552050
b_943,f_568824
b_339,f_366356
b_275,f_249981
b_419,f_132527
b_1273,f_560753
b_1512,f_124201
b_69,f_278059
b_767,f_27663
b_486,f_51339
b_732,f_397936
b_1215,f_204678
b_744,f_205339
b_221,f_130996
b_1214,f_554301
b_738,f_163574
b_1099,f_426526
b_1077,f_196724
b_59,f_370894
b_734,f_542799
b_399,f_47710
b_220,f_358094
b_523,f_628672
b_1424,f_551619
b_892,f_488553
b_2,f_285053
b_148,f_488924
b_157,f_293945
b_884,f_437003
b_1269,f_460468
b_648,f_293342
b_625,f_475086
b_761,f_295334
b_239,f_413580
b_866,f_460775
b_1422,f_14321
b_704,f_31163
b_141,f_549126
b_262,f_445023
b_203,f_643548
b_631,f_623028
b_600,f_422047
b_475,f_453461
b_770,f_2768
b_377,f_121521
b_575,f_241923
b_255,f_229720
b_1019,f_244916
b_282,f_189340
b_984,f_287439
b_1147,f_195455
b_1179,f_174085
b_179,f_416638
b_968,f_153951
b_1547,f_106881
b_858,f_205750
b_348,f_204086
b_1405,f_418979
b_494,f_72710
b_1021,f_533862
b_669,f_217199
b_708,f_98597
b_622,f_471286
b_341,f_19830
b_1420,f_226895
b_265,f_58534
b_583,f_343299
b_1526,f_628818
b_1265,f_236978
b_477,f_308218
b_1240,f_208449
b_278,f_550580
b_1331,f_91141
b_449,f_295155
b_242,f_532449
b_1556,f_631106
b_1027,f_264570
b_641,f_295950
b_43,f_1283
b_34,f_368262
b_833,f_239869
b_589,f_73481
b_1301,f_583342
b_1550,f_575749
b_1261,f_94233
b_1062,f_182895
b_732,f_329842
b_338,f_8555
b_517,f_151268
b_608,f_412841
b_162,f_2096
b_274,f_523699
b_253,f_158468
b_634,f_140300
b_49,f_452521
b_1127,f_496586
b_297,f_362089
b_1029,f_474915
b_843,f_406317
b_1418,f_87947
b_753,f_237426
b_2,f_72083
b_930,f_88327
b_226,f_535178
b_620,f_125682
b_276,f_515290
b_127,f_266395
b_65,f_441107
b_974,f_236667
b_429,f_247152
b_651,f_539906
b_1001,f_504009
b_919,f_163035
b_320,f_302552
b_1412,f_96601
b_1310,f_222054
b_192,f_612712
b_751,f_183493
b_738,f_625642
b_957,f_370931
b_891,f_532876
b_629,f_122995
b_1055,f_347739
b_886,f_574337
b_469,f_449006
b_682,f_7672
b_1324,f_338811
b_1299,f_356640
b_660,f_79812
b_1108,f_495138
b_269,f_252755
b_897,f_32072
b_1122,f_29920
b_528,f_465241
b_496,f_462363
b_1156,f_615588
b_725,f_352449
b_1023,f_522018
b_1243,f_314038
b_1080,f_611516
b_978,f_160219
b_1468,f_480076
b_1228,f_128186
b_667,f_273083
b_376,f_264084
b_1039,f_210300
b_171,f_587134
b_1217,f_200011
b_1016,f_423920
b_558,f_361920
b_355,f_619674
b_1189,f_433321
b_1104,f_469620
b_772,f_550888
b_1480,f_561800
b_1062,f_167615
b_172,f_561694
b_423,f_502549
b_1189,f_383425
b_530,f_71968
b_501,f_427693
b_1113,f_400520
b_1421,f_530981
b_645,f_120480
b_952,f_352962
b_874,f_359340
b_1488,f_547874
b_200,f_466848
b_394,f_168322
b_894,f_177647
b_1352,f_220923
b_1057,f_211287
b_1176,f_375552
b_1149,f_441534
b_1383,f_471757
b_169,f_327733
b_1120,f_615752
b_118,f_497618
b_422,f_591106
b_746,f_349350
b_463,f_305505
b_1092,f_626932
b_1117,f_95762
b_729,f_513452
b_941,f_440474
b_1220,f_143504
b_1383,f_561806
b_341,f_418887
b_704,f_464625
b_1043,f_44504
b_919,f_147037
b_797,f_464709
b_482,f_67245
b_1516,f_358399
b_1008,f_489582
b_1464,f_510913
b_969,f_535881
b_660,f_509829
b_679,f_58566
b_493,f_69379
b_40,f_138153
b_160,f_638508
b_152,f_551226
b_1456,f_112819
b_608,f_114994
b_685,f_345035
b_1222,f_375575
b_1010,f_599624
b_883,f_619402
b_160,f_393254
b_629,f_149423
b_1513,f_551717
b_1514,f_19586
b_1074,f_278811
b_196,f_95812
b_557,f_289228
b_451,f_498166
b_1242,f_28334
b_960,f_278141
b_98,f_481400
b_111,f_376505
b_102,f_614865
b_1559,f_252092
b_866,f_275104
b_222,f_135573
b_307,f_506341
b_1012,f_468526
b_142,f_422454
b_1120,f_221706
b_943,f_82318
b_280,f_6694
b_191,f_343457
b_462,f_228928
b_964,f_530612
b_1109,f_493507
b_880,f_567085
b_756,f_238333
b_191,f_554066
b_530,f_378426
b_1046,f_290512
b_1272,f_32438
b_749,f_14047
b_26,f_362185
b_208,f_625598
b_295,f_83570
b_140,f_336152
b_1053,f_18119
b_191,f_112636
b_510,f_331097
b_98,f_184784
b_343,f_601328
b_1048,f_64903
b_1182,f_279149
b_155,f_431784
b_514,f_635500
b_486,f_482682
b_21,f_395889
b_367,f_245271
b_601,f_431614
b_574,f_614785
b_386,f_409634
b_295,f_182705
b_1456,f_307933
b_1559,f_140595
b_968,f_510300
b_972,f_257140
b_887,f_525388
b_827,f_315697
b_1134,f_450732
b_1074,f_531981
b_637,f_554009
b_1107,f_260661
b_1356,f_353559
b_778,f_270422
b_9,f_465706
b_1142,f_283395
b_811,f_462699
b_722,f_545873
b_199,f_357549
b_806,f_407661
b_644,f_169644
b_1136,f_154844
b_601,f_266686
b_1367,f_383540
b_1220,f_467141
b_1332,f_77058
b_209,f_63042
b_1157,f_455157
b_722,f_567149
b_338,f_599202
b_227,f_324591
b_684,f_228206
b_1214,f_48186
b_1015,f_364894
b_906,f_271305
b_226,f_233995
b_257,f_567882
b_316,f_240107
b_871,f_46174
b_752,f_541752
b_1444,f_310210
b_1414,f_255012
b_554,f_328062
b_22,f_188306
b_188,f_207556
b_977,f_358922
b_1434,f_175705
b_1333,f_400791
b_1164,f_176829
b_1529,f_540439
b_472,f_566752
b_1244,f_606529
b_1258,f_461248
b_1039,f_601570
b_78,f_132785
b_1181,f_133350
b_378,f_130684
b_617,f_216527
b_1086,f_497384
b_1491,f_175928
b_455,f_311505
b_1214,f_444938
b_1280,f_366841
b_644,f_82799
b_1104,f_509848
b_130,f_526803
b_111,f_604843
b_830,f_204282
b_472,f_583330
b_739,f_512197
b_218,f_302384
b_414,f_459115
b_186,f_459167
b_1488,f_229040
b_834,f_564911
b_1334,f_54344
b_80,f_156419
b_1100,f_529417
b_1209,f_222630
b_39,f_204801
b_404,f_247532
b_218,f_579750
b_494,f_318237
b_531,f_176524
b_421,f_607087
b_917,f_73978
b_165,f_10869
b_1356,f_485540
b_827,f_551109
b_517,f_418881
b_103,f_198583
b_555,f_308440
b_1105,f_330083
b_1243,f_422291
b_148,f_351910
b_89,f_409685
b_629,f_407385
b_1551,f_297480
b_466,f_541319
b_1395,f_46334
b_720,f_109574
b_920,f_155180
b_970,f_453684
b_727,f_635264
b_1188,f_258650
b_1025,f_385566
b_195,f_467088
b_1088,f_45287
b_1030,f_140250
b_985,f_235673
b_764,f_125447
b_360,f_240896
b_357,f_189587
b_517,f_616825
b_710,f_292712
b_1419,f_218239
b_635,f_446817
b_1281,f_96362
b_1020,f_419698
b_1337,f_282765
b_451,f_486696
b_766,f_185230
b_846,f_551008
b_1433,f_269643
b_21,f_425828
b_530,f_481717
b_67,f_150878
b_1184,f_296318
b_31,f_372653
b_1167,f_468860
b_713,f_237927
b_967,f_291786
b_335,f_499879
b_588,f_611886
b_403,f_428866
b_294,f_615529
b_1086,f_564197
b_1308,f_389698
b_29,f_88296
b_1201,f_164300
b_1336,f_313540
b_615,f_412989
b_559,f_282800
b_55,f_190456
b_68,f_393608
b_102,f_84487
b_1396,f_410714
b_611,f_614061
b_177,f_51646
b_491,f_585463
b_518,f_280328
b_1220,f_540752
b_1086,f_192899
b_228,f_335120
b_513,f_603716
b_1302,f_16293
b_1011,f_512815
b_658,f_33745
b_1186,f_364836
b_652,f_630919
b_39,f_557584
b_1459,f_517879
b_1023,f_565768
b_1104,f_4861
b_1055,f_131071
b_279,f_555180
b_1082,f_150865
b_141,f_335422
b_339,f_555519
b_119,f_491104
b_725,f_57101
b_432,f_589049
b_682,f_53346
b_1541,f_102082
b_903,f_210714
b_863,f_602608
b_1306,f_389047
b_916,f_502448
b_271,f_137723
b_1064,f_415116
b_1183,f_368231
b_1047,f_554144
b_346,f_108103
b_585,f_481243
b_101,f_407807
b_1262,f_427545
b_583,f_289643
b_1344,f_265015
b_1381,f_456995
b_307,f_504572
b_883,f_185499
b_375,f_26333
b_444,f_291938
b_1205,f_94373
b_490,f_91450
b_459,f_31344
b_1206,f_117473
b_967,f_78992
b_974,f_296538
b_167,f_367179
b_46,f_505516
b_1242,f_75302
b_528,f_173839
b_165,f_506837
b_231,f_291170
b_838,f_217041
b_146,f_609204
b_627,f_485833
b_999,f_618213
b_379,f_98015
b_469,f_631383
b_644,f_567592
b_1252,f_423975
b_1500,f_61759
b_404,f_72230
b_1355,f_533978
b_996,f_463123
b_344,f_254149
b_494,f_214069
b_1095,f_331593
b_163,f_431621
b_1266,f_51827
b_51,f_79657
b_513,f_586901
b_567,f_56820
b_1291,f_384035
b_1102,f_463535
b_1394,f_555514
b_1024,f_637383
b_1073,f_299525
b_638,f_152635
b_395,f_218244
b_1034,f_574971
b_1006,f_585154
b_1075,f_87938
b_1171,f_588509
b_1225,f_112822
b_1023,f_498352
b_75,f_275704
b_1359,f_462101
b_52,f_12373
b_1268,f_480785
b_1450,f_455102
b_1388,f_402679
b_379,f_218412
b_684,f_546384
b_946,f_340716
b_1466,f_80537
b_160,f_391996
b_398,f_309652
b_342,f_556941
b_1548,f_136058
b_1381,f_87004
b_1048,f_463080
b_867,f_620817
b_1402,f_600938
b_229,f_352365
b_344,f_539796
b_280,f_289514
b_753,f_378034
b_1188,f_488627
b_1129,f_475411
b_1463,f_418484
b_777,f_192578
b_1144,f_377026
b_827,f_326046
b_207,f_425454
b_585,f_333
b_860,f_638678
b_289,f_298651
b_932,f_563643
b_337,f_373727
b_378,f_154019
b_565,f_504673
b_425,f_607114
b_1049,f_501462
b_462,f_434156
b_751,f_28036
b_134,f_451714
b_1004,f_398335
b_841,f_577430
b_147,f_638755
b_1555,f_516058
b_466,f_508395
b_890,f_269472
b_1489,f_626489
b_865,f_502779
b_807,f_222317
b_397,f_508132
b_1400,f_113396
b_1011,f_477114
b_408,f_431924
b_433,f_405601
b_1155,f_553845
b_839,f_385056
b_754,f_363931
b_61,f_33020
b_101,f_244227
b_1157,f_131968
b_247,f_538560
b_645,f_206925
b_1553,f_445248
b_399,f_91259
b_1444,f_155249
b_525,f_397182
b_1212,f_420670
b_363,f_142032
b_598,f_371218
b_230,f_550819
b_176,f_80984
b_218,f_202033
b_576,f_430165
b_530,f_374707
b_1299,f_76865
b_238,f_113999
b_265,f_323424
b_11,f_604799
b_317,f_395519
b_1406,f_375357
b_1077,f_385295
b_714,f_148553
b_1251,f_35040
b_1429,f_488265
b_1479,f_231575
b_1358,f_251559
b_26,f_91915
b_413,f_218557
b_681,f_51954
b_1158,f_135217
b_227,f_311437
b_267,f_353728
b_731,f_227418
b_1523,f_400553
b_125,f_348576
b_1031,f_217322
b_480,f_113802
b_1471,f_328641
b_666,f_522323
b_1357,f_265910
b_1066,f_59547
b_499,f_215827
b_109,f_515165
b_1559,f_55568
b_367,f_359934
b_169,f_232962
b_937,f_133789
b_1310,f_228903
b_176,f_143379
b_708,f_182503
b_215,f_406426
b_1345,f_97855
b_839,f_276269
b_279,f_599479
b_746,f_83225
b_602,f_454470
b_61,f_440243
b_1281,f_519970
b_1301,f_433970
b_488,f_15590
b_157,f_563989
b_629,f_576564
b_978,f_594235
b_1499,f_156082
b_259,f_212974
b_238,f_325882
b_1122,f_46486
b_576,f_252606
b_1154,f_588865
b_1445,f_388411
b_1177,f_529904
b_1417,f_296058
b_1203,f_462162
b_1162,f_235536
b_906,f_538994
b_777,f_456299
b_1532,f_201870
b_333,f_313301
b_55,f_6126
b_1512,f_554930
b_861,f_541459
b_447,f_440866
b_857,f_484909
b_203,f_1586
b_52,f_56192
b_1324,f_170625
b_124,f_573595
b_469,f_274214
b_1287,f_382770
b_531,f_314422
b_1001,f_154517
b_1245,f_607518
b_963,f_192149
b_754,f_56935
b_1549,f_192217
b_946,f_269447
b_1295,f_57472
b_281,f_369028
b_282,f_287035
b_860,f_551063
b_1123,f_178827
b_557,f_490847
b_1519,f_264132
b_596,f_377287
b_1178,f_633405
b_1081,f_161945
b_1055,f_570385
b_1506,f_130115
b_210,f_12044
b_643,f_20312
b_1119,f_603964
b_759,f_566985
b_356,f_427958
b_218,f_456942
b_1487,f_186483
b_405,f_365950
b_328,f_174233
b_376,f_110881
b_731,f_446184
b_1467,f_496590
b_1412,f_59483
b_257,f_636753
b_310,f_499923
b_645,f_203700
b_300,f_106621
b_643,f_601715
b_875,f_318676
b_1414,f_149940
b_1362,f_483022
b_9,f_554726
b_1370,f_403345
b_970,f_327178
b_717,f_20908
b_1141,f_135689
b_182,f_269178
b_602,f_217952
b_194,f_211612
b_1177,f_289509
b_1331,f_261292
b_985,f_556804
b_277,f_567505
b_1240,f_640182
b_35,f_502463
b_65,f_122246
b_249,f_483483
b_1558,f_98799
b_706,f_468038
b_453,f_547071
b_662,f_183041
b_276,f_103443
b_239,f_134708
b_608,f_626376
b_1286,f_407882
b_784,f_126631
b_1137,f_591513
b_193,f_567832
b_600,f_525996
b_702,f_459954
b_781,f_111592
b_870,f_73712
b_564,f_343114
b_869,f_281890
b_7,f_634768
b_246,f_553342
b_331,f_510863
b_218,f_29078
b_474,f_435267
b_99,f_613353
b_1048,f_71681
b_1437,f_170792
b_330,f_524303
b_261,f_272819
b_70,f_189461
b_1353,f_509274
b_1279,f_307110
b_513,f_447410
b_217,f_166044
b_1457,f_232840
b_1429,f_205203
b_435,f_15664
b_1419,f_6223
b_62,f_138564
b_589,f_368248
b_1396,f_395750
b_1227,f_172797
b_546,f_132171
b_1207,f_396011
b_698,f_6372
b_439,f_463111
b_1527,f_78600
b_1235,f_398208
b_355,f_111748
b_396,f_120003
b_1088,f_593508
b_262,f_270438
b_885,f_16733
b_1114,f_94563
b_610,f_427301
b_94,f_411923
b_53,f_125631
b_1556,f_161033
b_1030,f_545240
b_53,f_5326
b_990,f_195729
b_1342,f_213755
b_947,f_574979
b_14,f_605081
b_1484,f_119397
b_1307,f_108376
b_555,f_430280
b_1256,f_235293
b_780,f_345797
b_1005,f_419384
b_246,f_290185
b_1089,f_521680
b_43,f_303100
b_741,f_157220
b_1083,f_171001
b_707,f_15945
b_662,f_488501
b_465,f_188353
b_1112,f_221312
b_947,f_10441
b_921,f_365457
b_366,f_212651
b_604,f_586872
b_1499,f_304235
b_1075,f_617745
b_346,f_637912
b_843,f_517932
b_1383,f_274347
b_862,f_581444
b_186,f_406826
b_1391,f_462482
b_128,f_336304
b_347,f_634918
b_1366,f_59191
b_22,f_616752
b_930,f_626422
